"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Nigeria",2211,"Adamawa","2022",0.36,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2022",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2022",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2022",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2022",0.67,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2022",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2022",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2022",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2022",0.30,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2022",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2022",0.66,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2022",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2022",0.69,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2022",0.75,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2022",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2022",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2022",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2022",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2022",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2022",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2022",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2022",0.63,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2022",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2022",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2022",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2022",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2022",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2022",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2022",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2022",0.64,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2022",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2022",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2022",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2022",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2022",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2022",0.77,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2022",0.71,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2021",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2021",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2021",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2021",0.67,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2021",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2021",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2021",0.25,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2021",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2021",0.61,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2021",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2021",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2021",0.66,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2021",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2021",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2021",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2021",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2021",0.38,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2021",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2021",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2021",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2021",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2021",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2021",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2021",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2021",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2021",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2021",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2021",0.28,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2021",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2021",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2021",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2021",0.60,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2020",0.38,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2020",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2020",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2020",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2020",0.72,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2020",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2020",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2020",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2020",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2020",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2020",0.69,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2020",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2020",0.71,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2020",0.74,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2020",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2020",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2020",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2020",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2020",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2020",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2020",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2020",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2020",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2020",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2020",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2020",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2020",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2020",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2020",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2020",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2020",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2020",0.32,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2020",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2020",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2020",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2020",0.71,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2020",0.69,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2019",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2019",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2019",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2019",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2019",0.67,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2019",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2019",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2019",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2019",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2019",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2019",0.64,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2019",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2019",0.65,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2019",0.66,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2019",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2019",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2019",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2019",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2019",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2019",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2019",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2019",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2019",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2019",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2019",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2019",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2019",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2019",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2019",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2019",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2019",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2019",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2019",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2019",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2019",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2019",0.60,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2019",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2018",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2018",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2018",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2018",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2018",0.69,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2018",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2018",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2018",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2018",0.39,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2018",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2018",0.63,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2018",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2018",0.66,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2018",0.68,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2018",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2018",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2018",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2018",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2018",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2018",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2018",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2018",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2018",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2018",0.61,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2018",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2018",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2018",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2018",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2018",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2018",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2018",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2018",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2018",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2018",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2018",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2018",0.69,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2018",0.63,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2017",0.39,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2017",0.36,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2017",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2017",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2017",0.60,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2017",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2017",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2017",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2017",0.36,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2017",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2017",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2017",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2017",0.64,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2017",0.64,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2017",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2017",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2017",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2017",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2017",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2017",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2017",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2017",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2017",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2017",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2017",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2017",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2017",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2017",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2017",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2017",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2017",0.36,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2017",0.35,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2017",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2017",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2017",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2017",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2017",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2016",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2016",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2016",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2016",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2016",0.66,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2016",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2016",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2016",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2016",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2016",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2016",0.63,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2016",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2016",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2016",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2016",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2016",0.60,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2016",0.56,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2016",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2016",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2016",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2016",0.51,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2016",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2016",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2016",0.55,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2016",0.60,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2016",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2016",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2016",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2016",0.62,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2016",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2016",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2016",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2016",0.50,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2016",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65708,"Rivers","2016",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",65709,"Sokoto","2016",0.59,"Mean VHI[0-1]"
"Cropland","Nigeria",65710,"Zamfara","2016",0.58,"Mean VHI[0-1]"
"Cropland","Nigeria",2211,"Adamawa","2015",0.40,"Mean VHI[0-1]"
"Cropland","Nigeria",2212,"Akwa Ibom","2015",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2213,"Anambra","2015",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2215,"Benue","2015",0.34,"Mean VHI[0-1]"
"Cropland","Nigeria",2216,"Borno","2015",0.57,"Mean VHI[0-1]"
"Cropland","Nigeria",2217,"Cross River","2015",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2218,"Delta","2015",0.41,"Mean VHI[0-1]"
"Cropland","Nigeria",2219,"Edo","2015",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2221,"Abuja","2015",0.38,"Mean VHI[0-1]"
"Cropland","Nigeria",2222,"Imo","2015",0.42,"Mean VHI[0-1]"
"Cropland","Nigeria",2223,"Jigawa","2015",0.54,"Mean VHI[0-1]"
"Cropland","Nigeria",2224,"Kaduna","2015",0.39,"Mean VHI[0-1]"
"Cropland","Nigeria",2225,"Kano","2015",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",2226,"Katsina","2015",0.52,"Mean VHI[0-1]"
"Cropland","Nigeria",2227,"Kebbi","2015",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2228,"Kogi","2015",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",2229,"Kwara","2015",0.37,"Mean VHI[0-1]"
"Cropland","Nigeria",2230,"Lagos","2015",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",2231,"Niger","2015",0.34,"Mean VHI[0-1]"
"Cropland","Nigeria",2232,"Ogun","2015",0.49,"Mean VHI[0-1]"
"Cropland","Nigeria",2234,"Osun","2015",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",2235,"Oyo","2015",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",2239,"Taraba","2015",0.35,"Mean VHI[0-1]"
"Cropland","Nigeria",2240,"Yobe","2015",0.53,"Mean VHI[0-1]"
"Cropland","Nigeria",65698,"Abia","2015",0.48,"Mean VHI[0-1]"
"Cropland","Nigeria",65699,"Bauchi","2015",0.47,"Mean VHI[0-1]"
"Cropland","Nigeria",65700,"Bayelsa","2015",0.45,"Mean VHI[0-1]"
"Cropland","Nigeria",65701,"Ebonyi","2015",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",65702,"Ekiti","2015",0.43,"Mean VHI[0-1]"
"Cropland","Nigeria",65703,"Enugu","2015",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",65704,"Gombe","2015",0.44,"Mean VHI[0-1]"
"Cropland","Nigeria",65705,"Nassarawa","2015",0.25,"Mean VHI[0-1]"
"Cropland","Nigeria",65706,"Ondo","2015",0.46,"Mean VHI[0-1]"
"Cropland","Nigeria",65707,"Plateau","2015",0.43,"Mean VHI[0-1]"
