"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Ghana",1333,"Western","2021",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2020",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2020",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2020",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2020",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2020",0.41,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2020",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2020",0.63,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2020",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2020",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2020",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2019",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2019",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2019",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2019",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2019",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2019",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2019",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2019",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2019",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2019",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2018",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2018",0.58,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2018",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2018",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2018",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2018",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2018",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2018",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2018",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2018",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2017",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2017",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2017",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2017",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2017",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2017",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2017",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2017",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2017",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2017",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2016",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2016",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2016",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2016",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2016",0.39,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2016",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2016",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2016",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2016",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2016",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2015",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2015",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2015",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2015",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2015",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2015",0.43,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2015",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2015",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2015",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2015",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2014",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2014",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2014",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2014",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2014",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2014",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2014",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2014",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2014",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2014",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2013",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2013",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2013",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2013",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2013",0.37,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2013",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2013",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2013",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2013",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2013",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2012",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2012",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2012",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2012",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2012",0.42,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2012",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2012",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2012",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2012",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2012",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2011",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2011",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2011",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2011",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2011",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2011",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2011",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2011",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2011",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2011",0.60,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2010",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2010",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2010",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2010",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2010",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2010",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2010",0.67,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2010",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2010",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2010",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2009",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2009",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2009",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2009",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2009",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2009",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2009",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2009",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2009",0.62,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2009",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2008",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2008",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2008",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2008",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2008",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2008",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2008",0.58,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2008",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2008",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2008",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2007",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2007",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2007",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2007",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2007",0.35,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2007",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2007",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2007",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2007",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2007",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2006",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2006",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2006",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2006",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2006",0.41,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2006",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2006",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2006",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2006",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2006",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2005",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2005",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2005",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2005",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2005",0.39,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2005",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2005",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2005",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2005",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2005",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2004",0.32,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2004",0.39,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2004",0.32,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2004",0.36,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2004",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2004",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2004",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2004",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2004",0.41,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2004",0.29,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2003",0.44,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2003",0.38,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2003",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2003",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2003",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2003",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2003",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2003",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2003",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2003",0.39,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2002",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2002",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2002",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2002",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2002",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2002",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2002",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2002",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2002",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2002",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2001",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2001",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2001",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2001",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2001",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2001",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2001",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2001",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2001",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2001",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","2000",0.39,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","2000",0.43,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","2000",0.41,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","2000",0.36,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","2000",0.36,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","2000",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","2000",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","2000",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","2000",0.42,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","2000",0.40,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1999",0.71,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1999",0.69,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1999",0.58,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1999",0.60,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1999",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1999",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1999",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1999",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1999",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1999",0.62,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1998",0.66,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1998",0.67,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1998",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1998",0.60,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1998",0.45,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1998",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1998",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1998",0.62,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1998",0.63,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1998",0.63,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1997",0.70,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1997",0.67,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1997",0.62,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1997",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1997",0.58,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1997",0.64,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1997",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1997",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1997",0.66,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1997",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1996",0.70,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1996",0.69,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1996",0.61,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1996",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1996",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1996",0.56,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1996",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1996",0.52,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1996",0.67,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1996",0.67,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1995",0.71,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1995",0.71,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1995",0.60,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1995",0.65,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1995",0.60,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1995",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1995",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1995",0.59,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1995",0.69,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1995",0.69,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1994",0.42,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1994",0.43,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1994",0.37,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1994",0.37,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1994",0.46,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1994",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1994",0.54,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1994",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1994",0.47,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1994",0.35,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1993",0.55,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1993",0.57,"Mean VHI[0-1]"
"Cropland","Ghana",1326,"Central","1993",0.42,"Mean VHI[0-1]"
"Cropland","Ghana",1327,"Eastern","1993",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1328,"Greater Accra","1993",0.42,"Mean VHI[0-1]"
"Cropland","Ghana",1329,"Northern","1993",0.50,"Mean VHI[0-1]"
"Cropland","Ghana",1330,"Upper East","1993",0.48,"Mean VHI[0-1]"
"Cropland","Ghana",1331,"Upper West","1993",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1332,"Volta","1993",0.53,"Mean VHI[0-1]"
"Cropland","Ghana",1333,"Western","1993",0.49,"Mean VHI[0-1]"
"Cropland","Ghana",1324,"Ashanti","1992",0.51,"Mean VHI[0-1]"
"Cropland","Ghana",1325,"Brong Ahafo","1992",0.52,"Mean VHI[0-1]"
