"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Cameroon",,"ALL","1986",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",,"ALL","1985",0.43,"Mean VHI[0-1]"
"Cropland","Cameroon",,"ALL","1984",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2022",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2022",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2022",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2022",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2022",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2022",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2022",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2022",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2022",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2022",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2021",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2021",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2021",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2021",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2021",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2021",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2021",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2021",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2021",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2021",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2020",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2020",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2020",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2020",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2020",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2020",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2020",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2020",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2020",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2020",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2019",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2019",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2019",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2019",0.68,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2019",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2019",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2019",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2019",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2019",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2019",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2018",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2018",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2018",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2018",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2018",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2018",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2018",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2018",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2018",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2018",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2017",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2017",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2017",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2017",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2017",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2017",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2017",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2017",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2017",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2017",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2016",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2016",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2016",0.57,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2016",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2016",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2016",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2016",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2016",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2016",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2016",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2015",0.43,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2015",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2015",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2015",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2015",0.39,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2015",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2015",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2015",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2015",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2015",0.43,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2014",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2014",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2014",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2014",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2014",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2014",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2014",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2014",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2014",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2014",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2013",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2013",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2013",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2013",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2013",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2013",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2013",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2013",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2013",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2013",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2012",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2012",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2012",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2012",0.65,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2012",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2012",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2012",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2012",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2012",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2012",0.43,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2011",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2011",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2011",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2011",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2011",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2011",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2011",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2011",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2011",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2011",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2010",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2010",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2010",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2010",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2010",0.42,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2010",0.57,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2010",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2010",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2010",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2010",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2009",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2009",0.57,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2009",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2009",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2009",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2009",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2009",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2009",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2009",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2009",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2008",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2008",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2008",0.63,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2008",0.57,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2008",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2008",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2008",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2008",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2008",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2008",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2007",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2007",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2007",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2007",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2007",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2007",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2007",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2007",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2007",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2007",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2006",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2006",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2006",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2006",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2006",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2006",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2006",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2006",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2006",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2006",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2005",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2005",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2005",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2005",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2005",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2005",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2005",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2005",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2005",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2005",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2004",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2004",0.27,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2004",0.29,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2004",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2004",0.29,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2004",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2004",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2004",0.38,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2004",0.27,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2004",0.37,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2003",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2003",0.30,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2003",0.41,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2003",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2003",0.29,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2003",0.42,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2003",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2003",0.45,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2003",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2003",0.36,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2002",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2002",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2002",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2002",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2002",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2002",0.39,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2002",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2002",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2002",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2002",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2001",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2001",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2001",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2001",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2001",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2001",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2001",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2001",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2001",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2001",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","2000",0.51,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","2000",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","2000",0.41,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","2000",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","2000",0.44,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","2000",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","2000",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","2000",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","2000",0.41,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","2000",0.46,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1999",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1999",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1999",0.69,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1999",0.73,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1999",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1999",0.67,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1999",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1999",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1999",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1999",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1998",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1998",0.54,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1998",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1998",0.68,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1998",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1998",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1998",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1998",0.52,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1998",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1998",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1997",0.63,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1997",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1997",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1997",0.50,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1997",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1997",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1997",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1997",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1997",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1997",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1996",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1996",0.63,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1996",0.68,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1996",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1996",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1996",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1996",0.63,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1996",0.62,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1996",0.61,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1996",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1995",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1995",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1995",0.63,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1995",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1995",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1995",0.60,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1995",0.59,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1995",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1995",0.57,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1995",0.56,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1994",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1994",0.39,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1994",0.43,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1994",0.64,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1994",0.35,"Mean VHI[0-1]"
"Cropland","Cameroon",820,"Nord","1994",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",821,"Nord - Ouest","1994",0.48,"Mean VHI[0-1]"
"Cropland","Cameroon",822,"Ouest","1994",0.47,"Mean VHI[0-1]"
"Cropland","Cameroon",823,"Sud","1994",0.35,"Mean VHI[0-1]"
"Cropland","Cameroon",824,"Sud - Ouest","1994",0.39,"Mean VHI[0-1]"
"Cropland","Cameroon",815,"Adamaoua","1993",0.55,"Mean VHI[0-1]"
"Cropland","Cameroon",816,"Centre","1993",0.53,"Mean VHI[0-1]"
"Cropland","Cameroon",817,"Est","1993",0.58,"Mean VHI[0-1]"
"Cropland","Cameroon",818,"Extrême - Nord","1993",0.49,"Mean VHI[0-1]"
"Cropland","Cameroon",819,"Littoral","1993",0.46,"Mean VHI[0-1]"
