"CROP_MASK","COUNTRY","ADM1_CODE","PROVINCE","YEAR","DATA","UNIT"
"Cropland","Côte d'Ivoire",,"ALL","1987",0.38,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",,"ALL","1986",0.45,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",,"ALL","1985",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",,"ALL","1984",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2022",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2022",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2022",0.69,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2022",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2022",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2022",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2022",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2022",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2022",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2022",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2022",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2022",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2022",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2022",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2021",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2021",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2021",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2021",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2021",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2021",0.43,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2021",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2021",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2021",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2021",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2021",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2021",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2021",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2021",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2020",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2020",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2020",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2020",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2020",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2020",0.41,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2020",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2020",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2020",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2020",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2020",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2020",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2020",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2020",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2019",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2019",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2019",0.70,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2019",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2019",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2019",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2019",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2019",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2019",0.68,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2019",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2019",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2019",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2019",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2019",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2018",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2018",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2018",0.69,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2018",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2018",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2018",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2018",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2018",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2018",0.67,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2018",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2018",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2018",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2018",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2018",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2017",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2017",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2017",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2017",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2017",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2017",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2017",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2017",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2017",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2017",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2017",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2017",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2017",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2017",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2016",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2016",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2016",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2016",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2016",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2016",0.43,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2016",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2016",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2016",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2016",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2016",0.45,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2016",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2016",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2016",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2015",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2015",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2015",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2015",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2015",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2015",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2015",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2015",0.45,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2015",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2015",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2015",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2015",0.45,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2015",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2015",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2014",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2014",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2014",0.66,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2014",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2014",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2014",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2014",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2014",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2014",0.67,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2014",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2014",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2014",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2014",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2014",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2013",0.47,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2013",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2013",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2013",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2013",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2013",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2013",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2013",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2013",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2013",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2013",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2013",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2013",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2013",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2012",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2012",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2012",0.71,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2012",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2012",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2012",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2012",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2012",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2012",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2012",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2012",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2012",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2012",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2012",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2011",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2011",0.56,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2011",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2011",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2011",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2011",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2011",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2011",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2011",0.66,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2011",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2011",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2011",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2011",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2011",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2010",0.62,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2010",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2010",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2010",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2010",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2010",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2010",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2010",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2010",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2010",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2010",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2010",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2010",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2010",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2009",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2009",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2009",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2009",0.65,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2009",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2009",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2009",0.66,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2009",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2009",0.67,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2009",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2009",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2009",0.66,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2009",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2009",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2008",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2008",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2008",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2008",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2008",0.60,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2008",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2008",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2008",0.63,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2008",0.66,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2008",0.64,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2008",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2008",0.58,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2008",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2008",0.57,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2007",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2007",0.52,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2007",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2007",0.39,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2007",0.44,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2007",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2007",0.45,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2007",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2007",0.44,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2007",0.46,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2007",0.48,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2007",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2007",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2007",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2006",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2006",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2006",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2006",0.50,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2006",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2006",0.44,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16839,"District autonome de Yamoussoukro","2006",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16840,"Gôh-Djiboua","2006",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16841,"Lacs","2006",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16842,"Lagunes","2006",0.55,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16843,"Montagnes","2006",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16844,"Sassandra-Marahoue","2006",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16845,"Woroba","2006",0.49,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",190430,"Bas Sassandra","2006",0.54,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1041,"Denguele","2005",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1048,"Savanes","2005",0.51,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1051,"Vallee Du Bandama","2005",0.61,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",1053,"Zanzan","2005",0.59,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16837,"Comoe","2005",0.53,"Mean VHI[0-1]"
"Cropland","Côte d'Ivoire",16838,"District autonome de Abidjan","2005",0.48,"Mean VHI[0-1]"
