"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Algeria","Share in Agricultural land","2016","%","3.05",""
"Algeria","Share in Agricultural land","2015","%","2.93",""
"Algeria","Share in Agricultural land","2014","%","2.74",""
"Algeria","Share in Agricultural land","2013","%","2.63",""
"Algeria","Share in Agricultural land","2012","%","2.52",""
"Algeria","Share in Agricultural land","2011","%","2.38",""
"Algeria","Share in Agricultural land","2010","%","2.38",""
"Algeria","Share in Agricultural land","2009","%","2.14",""
"Algeria","Share in Agricultural land","2008","%","2.07",""
"Algeria","Share in Agricultural land","2007","%","2.19",""
"Algeria","Share in Agricultural land","2006","%","2.03",""
"Algeria","Share in Agricultural land","2005","%","2.00",""
"Algeria","Share in Agricultural land","2004","%","1.93",""
"Algeria","Share in Agricultural land","2003","%","1.81",""
"Argentina","Area","2018","1000 ha","1391.00",""
"Argentina","Area","2002","1000 ha","1356.00",""
"Argentina","Share in Agricultural land","2018","%","1.20",""
"Argentina","Share in Agricultural land","2002","%","1.05",""
"Armenia","Area","2021","1000 ha","155.89",""
"Armenia","Area","2020","1000 ha","155.62",""
"Armenia","Area","2019","1000 ha","155.20",""
"Armenia","Area","2018","1000 ha","154.90",""
"Armenia","Area","2017","1000 ha","154.70",""
"Armenia","Area","2016","1000 ha","154.80",""
"Armenia","Area","2015","1000 ha","154.70",""
"Armenia","Area","2014","1000 ha","154.60",""
"Armenia","Area","2013","1000 ha","154.20",""
"Armenia","Area","2012","1000 ha","154.40",""
"Armenia","Area","2011","1000 ha","154.60",""
"Armenia","Area","2010","1000 ha","155.20",""
"Armenia","Area","2009","1000 ha","155.80",""
"Armenia","Area","2008","1000 ha","155.76",""
"Armenia","Area","2007","1000 ha","154.60",""
"Armenia","Area","2006","1000 ha","153.90",""
"Armenia","Share in Agricultural land","2021","%","9.31",""
"Armenia","Share in Agricultural land","2020","%","9.29",""
"Armenia","Share in Agricultural land","2019","%","9.25",""
"Armenia","Share in Agricultural land","2018","%","9.24",""
"Armenia","Share in Agricultural land","2017","%","9.23",""
"Armenia","Share in Agricultural land","2016","%","9.23",""
"Armenia","Share in Agricultural land","2015","%","9.23",""
"Armenia","Share in Agricultural land","2014","%","9.20",""
"Armenia","Share in Agricultural land","2013","%","9.16",""
"Armenia","Share in Agricultural land","2012","%","9.17",""
"Armenia","Share in Agricultural land","2011","%","9.10",""
"Armenia","Share in Agricultural land","2010","%","8.95",""
"Armenia","Share in Agricultural land","2009","%","8.92",""
"Armenia","Share in Agricultural land","2008","%","8.91",""
"Armenia","Share in Agricultural land","2007","%","8.82",""
"Armenia","Share in Agricultural land","2006","%","8.76",""
"Australia","Area","2021","1000 ha","1945.00",""
"Australia","Area","2020","1000 ha","1521.00",""
"Australia","Area","2019","1000 ha","1955.00",""
"Australia","Area","2018","1000 ha","2298.00",""
"Australia","Area","2017","1000 ha","2244.00",""
"Australia","Area","2016","1000 ha","2147.00",""
"Australia","Area","2015","1000 ha","2149.10",""
"Australia","Area","2014","1000 ha","2361.30",""
"Australia","Area","2013","1000 ha","2378.00",""
"Australia","Area","2012","1000 ha","2141.00",""
"Australia","Area","2011","1000 ha","1963.00",""
"Australia","Area","2010","1000 ha","1841.00",""
"Australia","Area","2009","1000 ha","1761.00",""
"Australia","Area","2008","1000 ha","1851.00",""
"Australia","Area","2007","1000 ha","1923.00",""
"Australia","Area","2006","1000 ha","2546.00",""
"Australia","Area","2005","1000 ha","2405.00",""
"Australia","Area","2004","1000 ha","2402.00",""
"Australia","Area","2003","1000 ha","2378.00",""
"Australia","Area","2002","1000 ha","2545.00",""
"Australia","Area","2001","1000 ha","2506.00",""
"Australia","Share in Agricultural land","2021","%","0.54",""
"Australia","Share in Agricultural land","2020","%","0.43",""
"Australia","Share in Agricultural land","2019","%","0.54",""
"Australia","Share in Agricultural land","2018","%","0.64",""
"Australia","Share in Agricultural land","2017","%","0.60",""
"Australia","Share in Agricultural land","2016","%","0.63",""
"Australia","Share in Agricultural land","2015","%","0.62",""
"Australia","Share in Agricultural land","2014","%","0.63",""
"Australia","Share in Agricultural land","2013","%","0.64",""
"Australia","Share in Agricultural land","2012","%","0.55",""
"Australia","Share in Agricultural land","2011","%","0.50",""
"Australia","Share in Agricultural land","2010","%","0.49",""
"Australia","Share in Agricultural land","2009","%","0.46",""
"Australia","Share in Agricultural land","2008","%","0.48",""
"Australia","Share in Agricultural land","2007","%","0.48",""
"Australia","Share in Agricultural land","2006","%","0.62",""
"Australia","Share in Agricultural land","2005","%","0.59",""
"Australia","Share in Agricultural land","2004","%","0.61",""
"Australia","Share in Agricultural land","2003","%","0.54",""
"Australia","Share in Agricultural land","2002","%","0.57",""
"Australia","Share in Agricultural land","2001","%","0.55",""
"Austria","Area","2016","1000 ha","38.20",""
"Austria","Area","2013","1000 ha","52.13",""
"Austria","Area","2010","1000 ha","26.48",""
"Austria","Area","2007","1000 ha","44.00",""
"Austria","Area","2005","1000 ha","40.00",""
"Austria","Area","2003","1000 ha","34.00",""
"Austria","Share in Agricultural land","2016","%","1.43",""
"Austria","Share in Agricultural land","2013","%","1.92",""
"Austria","Share in Agricultural land","2010","%","0.95",""
"Austria","Share in Agricultural land","2007","%","1.55",""
"Austria","Share in Agricultural land","2005","%","1.40",""
"Austria","Share in Agricultural land","2003","%","1.18",""
"Azerbaijan","Area","2021","1000 ha","1469.30",""
"Azerbaijan","Area","2020","1000 ha","1464.90",""
"Azerbaijan","Area","2019","1000 ha","1434.60",""
"Azerbaijan","Area","2018","1000 ha","1433.30",""
"Azerbaijan","Area","2017","1000 ha","1429.90",""
"Azerbaijan","Area","2016","1000 ha","1422.90",""
"Azerbaijan","Area","2015","1000 ha","1431.00",""
"Azerbaijan","Area","2014","1000 ha","1417.70",""
"Azerbaijan","Area","2013","1000 ha","1414.30",""
"Azerbaijan","Area","2012","1000 ha","1407.90",""
"Azerbaijan","Area","2011","1000 ha","1404.60",""
"Azerbaijan","Area","2010","1000 ha","1405.10",""
"Azerbaijan","Area","2009","1000 ha","1404.60",""
"Azerbaijan","Area","2008","1000 ha","1429.50",""
"Azerbaijan","Area","2007","1000 ha","1429.60",""
"Azerbaijan","Area","2006","1000 ha","1428.50",""
"Azerbaijan","Area","2005","1000 ha","1430.00",""
"Azerbaijan","Area","2004","1000 ha","1428.00",""
"Azerbaijan","Area","2003","1000 ha","1423.00",""
"Azerbaijan","Area","2002","1000 ha","1423.00",""
"Azerbaijan","Area","2001","1000 ha","1423.00",""
"Azerbaijan","Share in Agricultural land","2021","%","30.73",""
"Azerbaijan","Share in Agricultural land","2020","%","30.65",""
"Azerbaijan","Share in Agricultural land","2019","%","30.01",""
"Azerbaijan","Share in Agricultural land","2018","%","29.99",""
"Azerbaijan","Share in Agricultural land","2017","%","29.93",""
"Azerbaijan","Share in Agricultural land","2016","%","29.81",""
"Azerbaijan","Share in Agricultural land","2015","%","30.00",""
"Azerbaijan","Share in Agricultural land","2014","%","29.72",""
"Azerbaijan","Share in Agricultural land","2013","%","29.65",""
"Azerbaijan","Share in Agricultural land","2012","%","29.53",""
"Azerbaijan","Share in Agricultural land","2011","%","29.45",""
"Azerbaijan","Share in Agricultural land","2010","%","29.48",""
"Azerbaijan","Share in Agricultural land","2009","%","29.53",""
"Azerbaijan","Share in Agricultural land","2008","%","30.05",""
"Azerbaijan","Share in Agricultural land","2007","%","30.06",""
"Azerbaijan","Share in Agricultural land","2006","%","30.04",""
"Azerbaijan","Share in Agricultural land","2005","%","30.05",""
"Azerbaijan","Share in Agricultural land","2004","%","30.03",""
"Azerbaijan","Share in Agricultural land","2003","%","29.93",""
"Azerbaijan","Share in Agricultural land","2002","%","29.99",""
"Azerbaijan","Share in Agricultural land","2001","%","29.99",""
"Bahrain","Area","2001","1000 ha","4.00",""
"Bahrain","Share in Agricultural land","2001","%","40.86",""
"Bangladesh","Area","2021","1000 ha","7944.00",""
"Bangladesh","Area","2020","1000 ha","7879.00",""
"Bangladesh","Area","2019","1000 ha","7777.00",""
"Bangladesh","Area","2018","1000 ha","5556.61",""
"Bangladesh","Area","2017","1000 ha","5527.00",""
"Bangladesh","Area","2016","1000 ha","5490.00",""
"Bangladesh","Area","2015","1000 ha","5448.00",""
"Bangladesh","Area","2014","1000 ha","5402.00",""
"Bangladesh","Area","2013","1000 ha","5373.00",""
"Bangladesh","Area","2006","1000 ha","4883.00",""
"Bangladesh","Area","2005","1000 ha","4760.00",""
"Bangladesh","Area","2004","1000 ha","4787.00",""
"Bangladesh","Share in Agricultural land","2021","%","78.90",""
"Bangladesh","Share in Agricultural land","2020","%","79.36",""
"Bangladesh","Share in Agricultural land","2019","%","78.78",""
"Bangladesh","Share in Agricultural land","2018","%","57.72",""
"Bangladesh","Share in Agricultural land","2017","%","57.81",""
"Bangladesh","Share in Agricultural land","2016","%","57.68",""
"Bangladesh","Share in Agricultural land","2015","%","57.75",""
"Bangladesh","Share in Agricultural land","2014","%","57.96",""
"Bangladesh","Share in Agricultural land","2013","%","57.91",""
"Bangladesh","Share in Agricultural land","2006","%","52.62",""
"Bangladesh","Share in Agricultural land","2005","%","51.12",""
"Bangladesh","Share in Agricultural land","2004","%","51.35",""
"Belarus","Area","2021","1000 ha","28.60",""
"Belarus","Area","2020","1000 ha","30.30",""
"Belarus","Area","2019","1000 ha","30.30",""
"Belarus","Area","2018","1000 ha","30.30",""
"Belarus","Area","2017","1000 ha","30.30",""
"Belarus","Area","2016","1000 ha","30.30",""
"Belarus","Area","2015","1000 ha","30.20",""
"Belarus","Area","2014","1000 ha","29.70",""
"Belarus","Area","2013","1000 ha","29.60",""
"Belarus","Area","2012","1000 ha","30.00",""
"Belarus","Area","2011","1000 ha","30.60",""
"Belarus","Area","2010","1000 ha","30.00",""
"Belarus","Area","2009","1000 ha","47.00",""
"Belarus","Area","2008","1000 ha","53.00",""
"Belarus","Area","2006","1000 ha","111.00",""
"Belarus","Area","2005","1000 ha","114.00",""
"Belarus","Area","2004","1000 ha","114.00",""
"Belarus","Area","2003","1000 ha","114.00",""
"Belarus","Area","2002","1000 ha","115.00",""
"Belarus","Area","2001","1000 ha","115.00",""
"Belarus","Share in Agricultural land","2021","%","0.35",""
"Belarus","Share in Agricultural land","2020","%","0.37",""
"Belarus","Share in Agricultural land","2019","%","0.36",""
"Belarus","Share in Agricultural land","2018","%","0.36",""
"Belarus","Share in Agricultural land","2017","%","0.36",""
"Belarus","Share in Agricultural land","2016","%","0.36",""
"Belarus","Share in Agricultural land","2015","%","0.35",""
"Belarus","Share in Agricultural land","2014","%","0.34",""
"Belarus","Share in Agricultural land","2013","%","0.34",""
"Belarus","Share in Agricultural land","2012","%","0.34",""
"Belarus","Share in Agricultural land","2011","%","0.34",""
"Belarus","Share in Agricultural land","2010","%","0.34",""
"Belarus","Share in Agricultural land","2009","%","0.53",""
"Belarus","Share in Agricultural land","2008","%","0.59",""
"Belarus","Share in Agricultural land","2006","%","1.24",""
"Belarus","Share in Agricultural land","2005","%","1.27",""
"Belarus","Share in Agricultural land","2004","%","1.27",""
"Belarus","Share in Agricultural land","2003","%","1.27",""
"Belarus","Share in Agricultural land","2002","%","1.27",""
"Belarus","Share in Agricultural land","2001","%","1.26",""
"Belgium","Area","2013","1000 ha","5.70",""
"Belgium","Area","2007","1000 ha","5.70",""
"Belgium","Area","2005","1000 ha","3.40",""
"Belgium","Area","2003","1000 ha","1.90",""
"Belgium","Share in Agricultural land","2013","%","0.43",""
"Belgium","Share in Agricultural land","2007","%","0.42",""
"Belgium","Share in Agricultural land","2005","%","0.25",""
"Belgium","Share in Agricultural land","2003","%","0.14",""
"Benin","Area","2019","1000 ha","53.00",""
"Benin","Area","2017","1000 ha","17.20",""
"Benin","Area","2012","1000 ha","17.20",""
"Benin","Area","2007","1000 ha","15.90",""
"Benin","Area","2002","1000 ha","9.30",""
"Benin","Share in Agricultural land","2019","%","1.34",""
"Benin","Share in Agricultural land","2017","%","0.44",""
"Benin","Share in Agricultural land","2012","%","0.46",""
"Benin","Share in Agricultural land","2007","%","0.47",""
"Benin","Share in Agricultural land","2002","%","0.28",""
"Bolivia (Plurinational State of)","Area","2017","1000 ha","297.20",""
"Bolivia (Plurinational State of)","Share in Agricultural land","2017","%","0.79",""
"Botswana","Area","2014","1000 ha","2.50",""
"Botswana","Area","2013","1000 ha","1.10",""
"Botswana","Area","2012","1000 ha","1.10",""
"Botswana","Area","2011","1000 ha","0.35",""
"Botswana","Area","2010","1000 ha","0.75",""
"Botswana","Area","2009","1000 ha","0.66",""
"Botswana","Area","2008","1000 ha","1.50",""
"Botswana","Area","2007","1000 ha","0.21",""
"Botswana","Area","2006","1000 ha","0.30",""
"Botswana","Area","2004","1000 ha","0.30",""
"Botswana","Area","2003","1000 ha","0.14",""
"Botswana","Share in Agricultural land","2014","%","0.01",""
"Botswana","Share in Agricultural land","2013","%","0.00",""
"Botswana","Share in Agricultural land","2012","%","0.00",""
"Botswana","Share in Agricultural land","2011","%","0.00",""
"Botswana","Share in Agricultural land","2010","%","0.00",""
"Botswana","Share in Agricultural land","2009","%","0.00",""
"Botswana","Share in Agricultural land","2008","%","0.01",""
"Botswana","Share in Agricultural land","2007","%","0.00",""
"Botswana","Share in Agricultural land","2006","%","0.00",""
"Botswana","Share in Agricultural land","2004","%","0.00",""
"Botswana","Share in Agricultural land","2003","%","0.00",""
"Brazil","Area","2017","1000 ha","6902.96",""
"Brazil","Area","2006","1000 ha","4454.00",""
"Brazil","Share in Agricultural land","2017","%","2.91",""
"Brazil","Share in Agricultural land","2006","%","1.95",""
"Brunei Darussalam","Area","2007","1000 ha","0.10",""
"Brunei Darussalam","Area","2006","1000 ha","0.00",""
"Brunei Darussalam","Area","2005","1000 ha","0.10",""
"Brunei Darussalam","Area","2004","1000 ha","0.10",""
"Brunei Darussalam","Area","2003","1000 ha","0.10",""
"Brunei Darussalam","Area","2002","1000 ha","0.10",""
"Brunei Darussalam","Share in Agricultural land","2007","%","0.81",""
"Brunei Darussalam","Share in Agricultural land","2006","%","0.00",""
"Brunei Darussalam","Share in Agricultural land","2005","%","0.77",""
"Brunei Darussalam","Share in Agricultural land","2004","%","0.77",""
"Brunei Darussalam","Share in Agricultural land","2003","%","0.77",""
"Brunei Darussalam","Share in Agricultural land","2002","%","0.77",""
"Bulgaria","Area","2016","1000 ha","92.90",""
"Bulgaria","Area","2013","1000 ha","98.70",""
"Bulgaria","Area","2010","1000 ha","90.00",""
"Bulgaria","Area","2007","1000 ha","73.00",""
"Bulgaria","Area","2005","1000 ha","54.00",""
"Bulgaria","Area","2003","1000 ha","79.00",""
"Bulgaria","Share in Agricultural land","2016","%","1.85",""
"Bulgaria","Share in Agricultural land","2013","%","1.98",""
"Bulgaria","Share in Agricultural land","2010","%","1.78",""
"Bulgaria","Share in Agricultural land","2007","%","1.43",""
"Bulgaria","Share in Agricultural land","2005","%","1.03",""
"Bulgaria","Share in Agricultural land","2003","%","1.48",""
"Canada","Area","2015","1000 ha","904.50",""
"Canada","Area","2010","1000 ha","770.00",""
"Canada","Area","2005","1000 ha","845.00",""
"Canada","Share in Agricultural land","2015","%","1.56",""
"Canada","Share in Agricultural land","2010","%","1.32",""
"Canada","Share in Agricultural land","2005","%","1.37",""
"Channel Islands","Area","2016","1000 ha","0.34",""
"Channel Islands","Area","2015","1000 ha","0.34",""
"Channel Islands","Area","2014","1000 ha","0.34",""
"Channel Islands","Area","2013","1000 ha","0.35",""
"Channel Islands","Area","2012","1000 ha","0.30",""
"Channel Islands","Area","2011","1000 ha","0.41",""
"Channel Islands","Area","2010","1000 ha","0.32",""
"Channel Islands","Area","2009","1000 ha","0.29",""
"Channel Islands","Area","2008","1000 ha","0.06",""
"Channel Islands","Area","2005","1000 ha","0.30",""
"Channel Islands","Area","2004","1000 ha","0.50",""
"Channel Islands","Area","2003","1000 ha","0.90",""
"Channel Islands","Area","2002","1000 ha","1.10",""
"Channel Islands","Area","2001","1000 ha","0.70",""
"Channel Islands","Share in Agricultural land","2016","%","3.66",""
"Channel Islands","Share in Agricultural land","2015","%","3.67",""
"Channel Islands","Share in Agricultural land","2014","%","3.57",""
"Channel Islands","Share in Agricultural land","2013","%","3.70",""
"Channel Islands","Share in Agricultural land","2012","%","3.14",""
"Channel Islands","Share in Agricultural land","2011","%","4.27",""
"Channel Islands","Share in Agricultural land","2010","%","3.51",""
"Channel Islands","Share in Agricultural land","2009","%","3.30",""
"Channel Islands","Share in Agricultural land","2008","%","0.74",""
"Channel Islands","Share in Agricultural land","2005","%","3.95",""
"Channel Islands","Share in Agricultural land","2004","%","6.67",""
"Channel Islands","Share in Agricultural land","2003","%","12.16",""
"Channel Islands","Share in Agricultural land","2002","%","14.86",""
"Channel Islands","Share in Agricultural land","2001","%","9.33",""
"Chile","Area","2021","1000 ha","909.40",""
"Chile","Area","2007","1000 ha","1094.00",""
"Chile","Share in Agricultural land","2021","%","8.58",""
"Chile","Share in Agricultural land","2007","%","6.95",""
"Colombia","Area","2013","1000 ha","650.60",""
"Colombia","Area","2011","1000 ha","394.00",""
"Colombia","Share in Agricultural land","2013","%","1.45",""
"Colombia","Share in Agricultural land","2011","%","0.94",""
"Croatia","Area","2021","1000 ha","17.10",""
"Croatia","Area","2020","1000 ha","17.10",""
"Croatia","Area","2016","1000 ha","15.70",""
"Croatia","Area","2013","1000 ha","13.40",""
"Croatia","Area","2010","1000 ha","14.50",""
"Croatia","Area","2009","1000 ha","5.00",""
"Croatia","Area","2007","1000 ha","4.60",""
"Croatia","Area","2006","1000 ha","4.00",""
"Croatia","Area","2004","1000 ha","11.00",""
"Croatia","Share in Agricultural land","2021","%","1.16",""
"Croatia","Share in Agricultural land","2020","%","1.14",""
"Croatia","Share in Agricultural land","2016","%","1.02",""
"Croatia","Share in Agricultural land","2013","%","0.85",""
"Croatia","Share in Agricultural land","2010","%","1.09",""
"Croatia","Share in Agricultural land","2009","%","0.38",""
"Croatia","Share in Agricultural land","2007","%","0.38",""
"Croatia","Share in Agricultural land","2006","%","0.33",""
"Croatia","Share in Agricultural land","2004","%","0.94",""
"Cyprus","Area","2020","1000 ha","26.86",""
"Cyprus","Area","2016","1000 ha","23.49",""
"Cyprus","Area","2015","1000 ha","25.30",""
"Cyprus","Area","2014","1000 ha","23.20",""
"Cyprus","Area","2013","1000 ha","23.20",""
"Cyprus","Area","2012","1000 ha","24.50",""
"Cyprus","Area","2011","1000 ha","24.90",""
"Cyprus","Area","2010","1000 ha","25.00",""
"Cyprus","Area","2009","1000 ha","28.60",""
"Cyprus","Area","2008","1000 ha","24.40",""
"Cyprus","Area","2007","1000 ha","29.80",""
"Cyprus","Area","2006","1000 ha","33.00",""
"Cyprus","Area","2005","1000 ha","35.00",""
"Cyprus","Area","2004","1000 ha","34.00",""
"Cyprus","Area","2003","1000 ha","36.00",""
"Cyprus","Area","2002","1000 ha","35.00",""
"Cyprus","Area","2001","1000 ha","35.00",""
"Cyprus","Share in Agricultural land","2020","%","21.04",""
"Cyprus","Share in Agricultural land","2016","%","21.48",""
"Cyprus","Share in Agricultural land","2015","%","19.97",""
"Cyprus","Share in Agricultural land","2014","%","21.29",""
"Cyprus","Share in Agricultural land","2013","%","21.32",""
"Cyprus","Share in Agricultural land","2012","%","20.96",""
"Cyprus","Share in Agricultural land","2011","%","21.41",""
"Cyprus","Share in Agricultural land","2010","%","21.83",""
"Cyprus","Share in Agricultural land","2009","%","22.41",""
"Cyprus","Share in Agricultural land","2008","%","21.11",""
"Cyprus","Share in Agricultural land","2007","%","20.24",""
"Cyprus","Share in Agricultural land","2006","%","21.02",""
"Cyprus","Share in Agricultural land","2005","%","20.96",""
"Cyprus","Share in Agricultural land","2004","%","21.79",""
"Cyprus","Share in Agricultural land","2003","%","23.38",""
"Cyprus","Share in Agricultural land","2002","%","25.00",""
"Cyprus","Share in Agricultural land","2001","%","25.00",""
"Czechia","Area","2021","1000 ha","22.02",""
"Czechia","Area","2020","1000 ha","22.00",""
"Czechia","Area","2019","1000 ha","25.00",""
"Czechia","Area","2018","1000 ha","25.00",""
"Czechia","Area","2017","1000 ha","25.00",""
"Czechia","Area","2016","1000 ha","25.00",""
"Czechia","Area","2015","1000 ha","18.00",""
"Czechia","Area","2014","1000 ha","18.00",""
"Czechia","Area","2013","1000 ha","18.00",""
"Czechia","Area","2012","1000 ha","20.00",""
"Czechia","Area","2011","1000 ha","20.00",""
"Czechia","Area","2010","1000 ha","19.00",""
"Czechia","Area","2009","1000 ha","11.00",""
"Czechia","Area","2008","1000 ha","10.00",""
"Czechia","Area","2007","1000 ha","20.00",""
"Czechia","Area","2005","1000 ha","17.00",""
"Czechia","Area","2003","1000 ha","16.90",""
"Czechia","Share in Agricultural land","2021","%","0.62",""
"Czechia","Share in Agricultural land","2020","%","0.62",""
"Czechia","Share in Agricultural land","2019","%","0.71",""
"Czechia","Share in Agricultural land","2018","%","0.71",""
"Czechia","Share in Agricultural land","2017","%","0.71",""
"Czechia","Share in Agricultural land","2016","%","0.72",""
"Czechia","Share in Agricultural land","2015","%","0.52",""
"Czechia","Share in Agricultural land","2014","%","0.51",""
"Czechia","Share in Agricultural land","2013","%","0.51",""
"Czechia","Share in Agricultural land","2012","%","0.57",""
"Czechia","Share in Agricultural land","2011","%","0.57",""
"Czechia","Share in Agricultural land","2010","%","0.54",""
"Czechia","Share in Agricultural land","2009","%","0.31",""
"Czechia","Share in Agricultural land","2008","%","0.28",""
"Czechia","Share in Agricultural land","2007","%","0.56",""
"Czechia","Share in Agricultural land","2005","%","0.47",""
"Czechia","Share in Agricultural land","2003","%","0.46",""
"Denmark","Area","2021","1000 ha","236.00",""
"Denmark","Area","2020","1000 ha","236.00",""
"Denmark","Area","2019","1000 ha","306.00",""
"Denmark","Area","2018","1000 ha","229.00",""
"Denmark","Area","2017","1000 ha","216.00",""
"Denmark","Area","2016","1000 ha","218.00",""
"Denmark","Area","2015","1000 ha","146.00",""
"Denmark","Area","2013","1000 ha","242.00",""
"Denmark","Area","2010","1000 ha","319.00",""
"Denmark","Area","2009","1000 ha","254.00",""
"Denmark","Area","2008","1000 ha","254.00",""
"Denmark","Area","2007","1000 ha","254.00",""
"Denmark","Area","2006","1000 ha","262.00",""
"Denmark","Area","2005","1000 ha","262.00",""
"Denmark","Area","2004","1000 ha","204.00",""
"Denmark","Area","2003","1000 ha","201.50",""
"Denmark","Area","2002","1000 ha","204.00",""
"Denmark","Area","2001","1000 ha","204.00",""
"Denmark","Share in Agricultural land","2021","%","9.01",""
"Denmark","Share in Agricultural land","2020","%","9.01",""
"Denmark","Share in Agricultural land","2019","%","11.65",""
"Denmark","Share in Agricultural land","2018","%","8.70",""
"Denmark","Share in Agricultural land","2017","%","8.21",""
"Denmark","Share in Agricultural land","2016","%","8.30",""
"Denmark","Share in Agricultural land","2015","%","5.54",""
"Denmark","Share in Agricultural land","2013","%","9.21",""
"Denmark","Share in Agricultural land","2010","%","12.15",""
"Denmark","Share in Agricultural land","2009","%","9.64",""
"Denmark","Share in Agricultural land","2008","%","9.52",""
