"Country or Area","Year","Value","Value Footnotes","Unit"
"Bahrain","2017","435.7","","1000 cubic metres/day"
"Bahrain","2016","433.6","","1000 cubic metres/day"
"Bahrain","2015","426.1","","1000 cubic metres/day"
"Bahrain","2014","432.6","","1000 cubic metres/day"
"Bahrain","2013","365.7","","1000 cubic metres/day"
"Bahrain","2012","344.5","","1000 cubic metres/day"
"Bahrain","2011","321.9","","1000 cubic metres/day"
"Bahrain","2010","316.7","","1000 cubic metres/day"
"Bahrain","2009","302.1","","1000 cubic metres/day"
"Bahrain","2008","272.9","","1000 cubic metres/day"
"Bahrain","2007","240.2","","1000 cubic metres/day"
"Bahrain","2006","183.8","","1000 cubic metres/day"
"Bahrain","2005","183.3","","1000 cubic metres/day"
"Bahrain","2004","177.3","","1000 cubic metres/day"
"Bahrain","2003","174.7","","1000 cubic metres/day"
"Bahrain","2002","181.8","","1000 cubic metres/day"
"Bahrain","2001","171.9","","1000 cubic metres/day"
"Bahrain","2000","172.7","","1000 cubic metres/day"
"Belarus","2021","3436.5","","1000 cubic metres/day"
"Belarus","2020","3165.5","","1000 cubic metres/day"
"Belarus","2019","3127.6","","1000 cubic metres/day"
"Belarus","2018","3155.6","","1000 cubic metres/day"
"Belarus","2017","3186.0","","1000 cubic metres/day"
"Belarus","2016","3158.6","","1000 cubic metres/day"
"Belarus","2015","2597.3","","1000 cubic metres/day"
"Belarus","2014","2832.9","","1000 cubic metres/day"
"Belarus","2013","2898.6","","1000 cubic metres/day"
"Belarus","2012","3011.0","","1000 cubic metres/day"
"Belarus","2011","2978.1","","1000 cubic metres/day"
"Belarus","2010","2945.2","","1000 cubic metres/day"
"Belarus","2009","2966.1","","1000 cubic metres/day"
"Belarus","2008","2987.9","","1000 cubic metres/day"
"Belarus","2007","3133.3","","1000 cubic metres/day"
"Belarus","2006","3266.2","","1000 cubic metres/day"
"Belarus","2005","3449.6","","1000 cubic metres/day"
"Belarus","2004","3430.1","","1000 cubic metres/day"
"Belarus","2003","3461.1","","1000 cubic metres/day"
"Belarus","2002","3533.2","","1000 cubic metres/day"
"Belarus","2001","3636.2","","1000 cubic metres/day"
"Belarus","2000","3579.5","","1000 cubic metres/day"
"Belarus","1999","3601.0","","1000 cubic metres/day"
"Belarus","1998","3603.0","","1000 cubic metres/day"
"Belarus","1997","3552.0","","1000 cubic metres/day"
"Belarus","1996","3625.0","","1000 cubic metres/day"
"Belarus","1995","4002.0","","1000 cubic metres/day"
"Belarus","1990","5893.0","","1000 cubic metres/day"
"Bermuda","2017","6.7","","1000 cubic metres/day"
"Bermuda","2016","9.2","","1000 cubic metres/day"
"Bermuda","2015","8.1","","1000 cubic metres/day"
"Bermuda","2014","8.8","","1000 cubic metres/day"
"Bermuda","2013","8.6","","1000 cubic metres/day"
"Bermuda","2012","8.1","","1000 cubic metres/day"
"Bermuda","2011","7.7","","1000 cubic metres/day"
"Bermuda","2010","8.0","","1000 cubic metres/day"
"Bermuda","2009","8.7","","1000 cubic metres/day"
"Bermuda","2008","8.3","","1000 cubic metres/day"
"Bermuda","2007","8.8","","1000 cubic metres/day"
"Bermuda","2006","9.2","","1000 cubic metres/day"
"Bermuda","2005","8.7","","1000 cubic metres/day"
"Brazil","2017","79905.3","","1000 cubic metres/day"
"Brazil","2016","80750.3","","1000 cubic metres/day"
"Brazil","2015","79721.3","","1000 cubic metres/day"
"Brazil","2014","77801.5","","1000 cubic metres/day"
"Brazil","2013","78586.0","","1000 cubic metres/day"
"Brazil","2012","94315.1","","1000 cubic metres/day"
"Brazil","2011","87392.0","","1000 cubic metres/day"
"Brazil","2010","86008.1","","1000 cubic metres/day"
"Brazil","2009","79344.2","","1000 cubic metres/day"
"Brazil","2008","82822.6","","1000 cubic metres/day"
"Brazil","2007","78376.8","","1000 cubic metres/day"
"Brazil","2006","69350.7","","1000 cubic metres/day"
"Brazil","2005","75708.8","","1000 cubic metres/day"
"Brazil","2004","74117.4","","1000 cubic metres/day"
"Brazil","2003","66693.1","","1000 cubic metres/day"
"Brazil","2002","65815.3","","1000 cubic metres/day"
"Brazil","2001","65707.5","","1000 cubic metres/day"
"Brazil","2000","65109.7","","1000 cubic metres/day"
"Brazil","1999","62233.8","","1000 cubic metres/day"
"Brazil","1998","57280.1","","1000 cubic metres/day"
"Brazil","1997","55273.8","","1000 cubic metres/day"
"Brazil","1996","49866.1","","1000 cubic metres/day"
"Brazil","1995","54533.7","","1000 cubic metres/day"
"Brazil","1990","51689.2","","1000 cubic metres/day"
"Brazil","1989","10667.0","2","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2019","2928.6","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2018","2908.0","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2017","2874.9","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2016","2908.6","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2015","2851.4","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2014","2907.5","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2013","2904.3","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2012","2883.9","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2011","2810.0","","1000 cubic metres/day"
"China, Hong Kong Special Administrative Region","2010","2806.3","","1000 cubic metres/day"
"Colombia","2016","2764.0","","1000 cubic metres/day"
"Colombia","2015","2896.5","","1000 cubic metres/day"
"Colombia","2014","2848.6","","1000 cubic metres/day"
"Costa Rica","2017","1646.4","","1000 cubic metres/day"
"Costa Rica","2016","1609.7","","1000 cubic metres/day"
"Costa Rica","2015","1164.3","","1000 cubic metres/day"
"Costa Rica","2014","547.0","","1000 cubic metres/day"
"Costa Rica","2013","536.0","","1000 cubic metres/day"
"Costa Rica","2012","544.3","","1000 cubic metres/day"
"Costa Rica","2011","540.3","","1000 cubic metres/day"
"Costa Rica","2010","533.0","","1000 cubic metres/day"
"Costa Rica","2009","318.1","","1000 cubic metres/day"
"Costa Rica","2008","316.5","","1000 cubic metres/day"
"Croatia","2017","1027.4","","1000 cubic metres/day"
"Croatia","2016","1090.4","","1000 cubic metres/day"
"Croatia","2015","1074.0","","1000 cubic metres/day"
"Croatia","2014","1109.6","","1000 cubic metres/day"
"Croatia","2013","1109.6","","1000 cubic metres/day"
"Croatia","2012","1093.1","","1000 cubic metres/day"
"Croatia","2011","1172.6","","1000 cubic metres/day"
"Croatia","2010","1109.6","","1000 cubic metres/day"
"Croatia","2009","1175.3","","1000 cubic metres/day"
"Croatia","2008","1150.7","","1000 cubic metres/day"
"Cuba","2017","7410959.0","","1000 cubic metres/day"
"Cuba","2016","6309589.0","","1000 cubic metres/day"
"Cuba","2015","6224657.0","","1000 cubic metres/day"
"Cuba","2014","8726027.0","","1000 cubic metres/day"
"Cuba","2013","8391781.0","","1000 cubic metres/day"
"Cuba","2012","6972603.0","","1000 cubic metres/day"
"Cuba","2011","6389041.0","","1000 cubic metres/day"
"Cuba","2010","5986301.0","","1000 cubic metres/day"
"Cuba","2009","6421918.0","","1000 cubic metres/day"
"Cuba","2008","7079452.0","","1000 cubic metres/day"
"Cuba","2007","5400000.0","","1000 cubic metres/day"
"Cuba","2006","5271233.0","","1000 cubic metres/day"
"Cuba","2005","3906849.0","","1000 cubic metres/day"
"Cuba","2004","4726027.0","","1000 cubic metres/day"
"Dominican Republic","2020","2609.1","","1000 cubic metres/day"
"Dominican Republic","2019","2889.0","","1000 cubic metres/day"
"Ecuador","2020","2972.8","","1000 cubic metres/day"
"Ecuador","2019","2163.0","","1000 cubic metres/day"
"Ecuador","2018","2002.4","","1000 cubic metres/day"
"Ecuador","2017","1992.6","","1000 cubic metres/day"
"Ecuador","2016","2503.4","","1000 cubic metres/day"
"Ecuador","2015","2520.9","","1000 cubic metres/day"
"Egypt","2015","32600.0","","1000 cubic metres/day"
"Georgia","2002","83269.0","","1000 cubic metres/day"
"Georgia","2001","40326.0","","1000 cubic metres/day"
"Georgia","2000","1115.6","","1000 cubic metres/day"
"Georgia","1999","1226.0","","1000 cubic metres/day"
"Georgia","1998","1409.0","","1000 cubic metres/day"
"Georgia","1997","1752.0","","1000 cubic metres/day"
"Georgia","1996","1732.0","","1000 cubic metres/day"
"Georgia","1995","1085.0","","1000 cubic metres/day"
"Iran (Islamic Republic of)","2008","7203.0","","1000 cubic metres/day"
"Iran (Islamic Republic of)","2007","6887.0","","1000 cubic metres/day"
"Iran (Islamic Republic of)","2006","6643.0","","1000 cubic metres/day"
"Iran (Islamic Republic of)","2005","6350.0","","1000 cubic metres/day"
"Iran (Islamic Republic of)","2004","6070.0","","1000 cubic metres/day"
"Iraq","2020","3246.8","","1000 cubic metres/day"
"Iraq","2019","3046.5","","1000 cubic metres/day"
"Iraq","2018","2820.0","","1000 cubic metres/day"
"Iraq","2017","3323.1","","1000 cubic metres/day"
"Iraq","2016","2320.0","","1000 cubic metres/day"
"Iraq","2015","1930.4","","1000 cubic metres/day"
"Iraq","2014","1724.3","","1000 cubic metres/day"
"Iraq","2013","1895.8","","1000 cubic metres/day"
"Iraq","2012","28761.8","","1000 cubic metres/day"
"Iraq","2011","1937.7","","1000 cubic metres/day"
"Iraq","2010","1661.3","","1000 cubic metres/day"
"Iraq","2009","1665.5","","1000 cubic metres/day"
"Iraq","2008","991.1","","1000 cubic metres/day"
"Iraq","2007","2164.7","","1000 cubic metres/day"
"Iraq","2006","1205.1","","1000 cubic metres/day"
"Iraq","2005","1525.5","","1000 cubic metres/day"
"Jordan","2017","803.0","","1000 cubic metres/day"
"Jordan","2016","778.0","","1000 cubic metres/day"
"Jordan","2015","773.8","","1000 cubic metres/day"
"Jordan","2014","757.0","","1000 cubic metres/day"
"Jordan","2013","674.9","","1000 cubic metres/day"
"Jordan","2012","618.4","","1000 cubic metres/day"
"Jordan","2011","626.1","","1000 cubic metres/day"
"Jordan","2010","623.8","","1000 cubic metres/day"
"Jordan","2009","594.6","","1000 cubic metres/day"
"Jordan","2008","592.3","","1000 cubic metres/day"
"Jordan","2007","601.5","","1000 cubic metres/day"
"Jordan","2006","555.3","","1000 cubic metres/day"
"Jordan","2005","541.4","","1000 cubic metres/day"
"Kazakhstan","2021","13924.1","","1000 cubic metres/day"
"Kazakhstan","2020","13679.8","","1000 cubic metres/day"
"Kazakhstan","2019","14405.0","","1000 cubic metres/day"
"Kazakhstan","2018","13315.1","","1000 cubic metres/day"
"Kazakhstan","2017","15074.0","","1000 cubic metres/day"
"Kazakhstan","2016","14221.0","","1000 cubic metres/day"
"Kazakhstan","2015","16216.0","","1000 cubic metres/day"
"Kazakhstan","2014","16907.0","","1000 cubic metres/day"
"Kazakhstan","2013","16455.0","","1000 cubic metres/day"
"Kazakhstan","2012","15403.0","","1000 cubic metres/day"
"Kazakhstan","2011","15183.0","","1000 cubic metres/day"
"Kazakhstan","2010","16395.0","","1000 cubic metres/day"
"Kazakhstan","2009","14708.0","","1000 cubic metres/day"
"Kazakhstan","2008","14155.0","","1000 cubic metres/day"
"Kazakhstan","2007","15638.0","","1000 cubic metres/day"
"Kazakhstan","2006","11706.0","","1000 cubic metres/day"
"Kazakhstan","2005","10330.0","","1000 cubic metres/day"
"Kazakhstan","2004","10123.0","","1000 cubic metres/day"
"Kenya","2017","4865.5","","1000 cubic metres/day"
"Luxembourg","1999","49.3","","1000 cubic metres/day"
"Luxembourg","1995","57.5","","1000 cubic metres/day"
"Malawi","2019","98.4","","1000 cubic metres/day"
"Malawi","2018","98.4","","1000 cubic metres/day"
"Malawi","2017","98.4","","1000 cubic metres/day"
"Malawi","2016","98.4","","1000 cubic metres/day"
"Malawi","2015","98.4","","1000 cubic metres/day"
"Malawi","2014","98.4","","1000 cubic metres/day"
"Malawi","2013","98.4","","1000 cubic metres/day"
"Malaysia","2019","6089.1","","1000 cubic metres/day"
"Malaysia","2018","5881.9","","1000 cubic metres/day"
"Malaysia","2017","5683.1","","1000 cubic metres/day"
"Malaysia","2016","5581.9","","1000 cubic metres/day"
"Malaysia","2015","5291.4","","1000 cubic metres/day"
"Malaysia","2014","5066.4","","1000 cubic metres/day"
"Malaysia","2013","4848.7","","1000 cubic metres/day"
"Malaysia","2012","4655.0","","1000 cubic metres/day"
"Malaysia","2011","4480.1","","1000 cubic metres/day"
"Malaysia","2010","4266.4","","1000 cubic metres/day"
"Malaysia","2009","4266.4","","1000 cubic metres/day"
"Malaysia","2008","3940.9","","1000 cubic metres/day"
"Malaysia","2007","3670.5","","1000 cubic metres/day"
"Malta","2017","142.5","","1000 cubic metres/day"
"Malta","2016","120.5","","1000 cubic metres/day"
"Malta","2015","158.9","","1000 cubic metres/day"
"Malta","2014","145.2","","1000 cubic metres/day"
"Malta","2013","139.7","","1000 cubic metres/day"
"Malta","2012","147.9","","1000 cubic metres/day"
"Malta","2011","211.0","","1000 cubic metres/day"
"Malta","2010","189.0","","1000 cubic metres/day"
"Malta","2009","219.2","","1000 cubic metres/day"
"Malta","2008","175.3","","1000 cubic metres/day"
"Malta","2007","205.5","","1000 cubic metres/day"
"Malta","2006","186.3","","1000 cubic metres/day"
"Malta","2005","175.3","","1000 cubic metres/day"
"Malta","2004","161.6","","1000 cubic metres/day"
"Malta","2003","249.3","","1000 cubic metres/day"
"Malta","2002","153.4","","1000 cubic metres/day"
"Malta","2001","126.0","","1000 cubic metres/day"
"Malta","2000","150.7","","1000 cubic metres/day"
"Monaco","2021","16.1","","1000 cubic metres/day"
"Monaco","2020","15.5","","1000 cubic metres/day"
"Monaco","2019","18.8","","1000 cubic metres/day"
"Monaco","2018","18.7","","1000 cubic metres/day"
"Monaco","2017","16.1","","1000 cubic metres/day"
"Monaco","2016","16.6","","1000 cubic metres/day"
"Monaco","2015","16.8","","1000 cubic metres/day"
"Monaco","2014","21.2","","1000 cubic metres/day"
"Monaco","2013","19.0","","1000 cubic metres/day"
"Monaco","2012","16.1","","1000 cubic metres/day"
"Monaco","2011","17.1","","1000 cubic metres/day"
"Monaco","2010","17.8","","1000 cubic metres/day"
"Monaco","2009","18.0","","1000 cubic metres/day"
"Monaco","2008","17.6","","1000 cubic metres/day"
"Monaco","2007","16.4","","1000 cubic metres/day"
"Monaco","2006","17.1","","1000 cubic metres/day"
"Monaco","2005","17.2","","1000 cubic metres/day"
"Monaco","2004","17.6","","1000 cubic metres/day"
"Monaco","2003","18.5","","1000 cubic metres/day"
"Monaco","2002","19.9","","1000 cubic metres/day"
"Monaco","2001","19.8","","1000 cubic metres/day"
"Monaco","2000","21.1","","1000 cubic metres/day"
"Monaco","1999","18.6","","1000 cubic metres/day"
"Montenegro","2011","30501.0","","1000 cubic metres/day"
"Montenegro","2008","35849.0","","1000 cubic metres/day"
"Montenegro","2005","33131.0","","1000 cubic metres/day"
"Montenegro","2002","40054.0","","1000 cubic metres/day"
"Morocco","2015","2054.8","","1000 cubic metres/day"
"Netherlands","2012","8128.7","","1000 cubic metres/day"
"Netherlands","2010","9591.7","","1000 cubic metres/day"
"Panama","2021","979.1","","1000 cubic metres/day"
"Panama","2020","973.5","","1000 cubic metres/day"
"Panama","2019","973.5","","1000 cubic metres/day"
"Panama","2018","958.4","","1000 cubic metres/day"
"Panama","2017","944.6","","1000 cubic metres/day"
"Panama","2016","915.3","","1000 cubic metres/day"
"Panama","2015","886.0","","1000 cubic metres/day"
"Panama","2014","858.1","","1000 cubic metres/day"
"Panama","2013","825.4","","1000 cubic metres/day"
"Panama","2012","795.6","","1000 cubic metres/day"
"Panama","2011","770.3","","1000 cubic metres/day"
"Panama","2010","769.3","","1000 cubic metres/day"
"Panama","2009","737.9","","1000 cubic metres/day"
"Panama","2008","714.5","","1000 cubic metres/day"
"Panama","2007","688.3","","1000 cubic metres/day"
"Panama","2006","647.4","","1000 cubic metres/day"
"Panama","2005","603.3","","1000 cubic metres/day"
"Panama","2004","582.9","","1000 cubic metres/day"
"Panama","2003","549.6","","1000 cubic metres/day"
"Panama","2002","537.2","","1000 cubic metres/day"
"Panama","2001","507.9","","1000 cubic metres/day"
"Panama","2000","538.1","","1000 cubic metres/day"
"Peru","2021","3298.6","","1000 cubic metres/day"
"Peru","2020","3284.6","","1000 cubic metres/day"
"Peru","2019","3318.1","","1000 cubic metres/day"
"Peru","2018","3201.2","","1000 cubic metres/day"
"Peru","2017","3002.7","","1000 cubic metres/day"
"Peru","2016","2821.3","","1000 cubic metres/day"
"Peru","2015","2659.1","","1000 cubic metres/day"
"Peru","2014","2577.8","","1000 cubic metres/day"
"Peru","2013","2246.5","","1000 cubic metres/day"
"Peru","2012","2214.9","","1000 cubic metres/day"
"Peru","2011","2198.0","","1000 cubic metres/day"
"Peru","2010","2151.1","","1000 cubic metres/day"
"Peru","2009","2148.5","","1000 cubic metres/day"
"Peru","2008","2115.2","","1000 cubic metres/day"
"Peru","2007","2047.4","","1000 cubic metres/day"
"Peru","2006","2083.5","","1000 cubic metres/day"
"Poland","2017","6021.9","","1000 cubic metres/day"
"Poland","2016","5934.2","","1000 cubic metres/day"
"Poland","2015","5813.6","","1000 cubic metres/day"
"Poland","2014","5819.1","","1000 cubic metres/day"
"Poland","2013","5939.7","","1000 cubic metres/day"
"Poland","2012","6024.6","","1000 cubic metres/day"
"Poland","2011","6224.6","","1000 cubic metres/day"
"Poland","2010","6326.0","","1000 cubic metres/day"
"Poland","2009","6021.9","","1000 cubic metres/day"
"Poland","2008","6128.7","","1000 cubic metres/day"
"Poland","2007","5893.1","","1000 cubic metres/day"
"Poland","2006","5830.1","","1000 cubic metres/day"
"Poland","2005","5794.5","","1000 cubic metres/day"
"Poland","2004","5849.3","","1000 cubic metres/day"
"Poland","2003","5961.6","","1000 cubic metres/day"
"Poland","2002","6241.0","","1000 cubic metres/day"
"Poland","2001","6580.8","","1000 cubic metres/day"
"Poland","2000","6854.7","","1000 cubic metres/day"
"Poland","1999","7301.1","","1000 cubic metres/day"
"Poland","1998","7676.4","","1000 cubic metres/day"
"Poland","1997","7805.8","","1000 cubic metres/day"
"Poland","1996","7983.0","","1000 cubic metres/day"
"Poland","1995","8273.9","","1000 cubic metres/day"
"Poland","1994","8720.0","","1000 cubic metres/day"
"Poland","1993","8634.0","","1000 cubic metres/day"
"Poland","1992","9483.0","","1000 cubic metres/day"
"Poland","1991","10284.9","","1000 cubic metres/day"
"Poland","1990","11273.9","","1000 cubic metres/day"
"Republic of Moldova","2021","1872.1","","1000 cubic metres/day"
"Republic of Moldova","2020","1862.0","","1000 cubic metres/day"
"Republic of Moldova","2019","1874.7","","1000 cubic metres/day"
"Republic of Moldova","2018","1870.3","","1000 cubic metres/day"
"Republic of Moldova","2017","1843.9","","1000 cubic metres/day"
"Republic of Moldova","2016","1840.2","","1000 cubic metres/day"
"Republic of Moldova","2015","1841.7","","1000 cubic metres/day"
"Republic of Moldova","2014","1836.4","","1000 cubic metres/day"
"Republic of Moldova","2013","1860.5","","1000 cubic metres/day"
"Republic of Moldova","2012","1867.1","","1000 cubic metres/day"
"Republic of Moldova","2011","1879.0","","1000 cubic metres/day"
"Republic of Moldova","2010","1887.3","","1000 cubic metres/day"
"Republic of Moldova","2009","1872.4","","1000 cubic metres/day"
"Republic of Moldova","2008","1878.2","","1000 cubic metres/day"
"Republic of Moldova","2007","1882.6","","1000 cubic metres/day"
"Republic of Moldova","2006","1903.9","","1000 cubic metres/day"
"Republic of Moldova","2005","1909.0","","1000 cubic metres/day"
"Republic of Moldova","2004","1906.0","","1000 cubic metres/day"
"Republic of Moldova","2003","1896.2","","1000 cubic metres/day"
"Republic of Moldova","2002","1921.0","","1000 cubic metres/day"
"Republic of Moldova","2001","1961.5","","1000 cubic metres/day"
"Republic of Moldova","2000","2062.7","","1000 cubic metres/day"
"Republic of Moldova","1999","2209.8","","1000 cubic metres/day"
"Republic of Moldova","1998","2859.0","","1000 cubic metres/day"
"Republic of Moldova","1997","3435.3","","1000 cubic metres/day"
"Republic of Moldova","1996","3839.3","","1000 cubic metres/day"
"Republic of Moldova","1995","3830.1","","1000 cubic metres/day"
"Republic of Moldova","1990","7567.8","","1000 cubic metres/day"
"Romania","2017","5164.3","","1000 cubic metres/day"
"Romania","2016","5353.4","","1000 cubic metres/day"
"Romania","2015","5323.2","","1000 cubic metres/day"
"Romania","2014","5410.9","","1000 cubic metres/day"
"Romania","2013","5498.6","","1000 cubic metres/day"
"Romania","2012","13651.9","","1000 cubic metres/day"
"Romania","2011","15405.3","","1000 cubic metres/day"
"Romania","2010","13353.3","","1000 cubic metres/day"
"Romania","2009","14027.3","","1000 cubic metres/day"
"Romania","2008","15747.8","","1000 cubic metres/day"
"Romania","2007","13493.0","","1000 cubic metres/day"
"Romania","2006","10915.0","","1000 cubic metres/day"
"Romania","1994","17260.5","","1000 cubic metres/day"
"Romania","1993","17543.6","","1000 cubic metres/day"
"Saudi Arabia","2019","8612.9","","1000 cubic metres/day"
"Saudi Arabia","2018","8363.0","","1000 cubic metres/day"
"Saudi Arabia","2017","7002.0","","1000 cubic metres/day"
"Saudi Arabia","2016","6852.7","","1000 cubic metres/day"
"Saudi Arabia","2015","6698.0","","1000 cubic metres/day"
"Saudi Arabia","2014","6538.7","","1000 cubic metres/day"
"Saudi Arabia","2013","6373.8","","1000 cubic metres/day"
"Saudi Arabia","2012","6225.0","","1000 cubic metres/day"
"Saudi Arabia","2011","6030.0","","1000 cubic metres/day"
"Saudi Arabia","2010","5857.2","","1000 cubic metres/day"
"Serbia","2015","1230.0","","1000 cubic metres/day"
"Serbia","2014","1172.0","","1000 cubic metres/day"
"Serbia","2013","1231.0","","1000 cubic metres/day"
"Serbia","2012","1268.0","","1000 cubic metres/day"
"Serbia","2011","1197.0","","1000 cubic metres/day"
"Serbia","2010","1292.0","","1000 cubic metres/day"
"Serbia","2009","1339.0","","1000 cubic metres/day"
"Serbia","2008","1352.0","","1000 cubic metres/day"
"Serbia","2007","1395.0","","1000 cubic metres/day"
"Serbia","2006","1126.0","","1000 cubic metres/day"
"Serbia","2005","1158.0","","1000 cubic metres/day"
"Serbia","2004","1127.0","","1000 cubic metres/day"
"Serbia","2003","1202.0","","1000 cubic metres/day"
"Serbia","2002","1224.0","","1000 cubic metres/day"
"Serbia","2001","1192.0","","1000 cubic metres/day"
"Serbia","2000","1184.0","","1000 cubic metres/day"
"Singapore","2002","1320.0","","1000 cubic metres/day"
"Singapore","2001","1293.0","","1000 cubic metres/day"
"Singapore","2000","1355.0","","1000 cubic metres/day"
"Singapore","1999","1321.0","","1000 cubic metres/day"
"Singapore","1998","1314.0","","1000 cubic metres/day"
"Singapore","1997","1222.0","","1000 cubic metres/day"
"Singapore","1996","1213.0","","1000 cubic metres/day"
"Singapore","1995","1189.0","","1000 cubic metres/day"
"Singapore","1990","885.0","","1000 cubic metres/day"
"Slovenia","2017","306.8","","1000 cubic metres/day"
"Slovenia","2016","295.9","","1000 cubic metres/day"
"Slovenia","2015","315.1","","1000 cubic metres/day"
"Slovenia","2014","328.8","","1000 cubic metres/day"
"Slovenia","2013","315.1","","1000 cubic metres/day"
"Slovenia","2012","293.1","","1000 cubic metres/day"
"Slovenia","2011","276.7","","1000 cubic metres/day"
"Slovenia","2010","284.9","","1000 cubic metres/day"
"Slovenia","2002","506.8","","1000 cubic metres/day"
"Slovenia","2001","484.9","","1000 cubic metres/day"
"Slovenia","2000","495.9","","1000 cubic metres/day"
"Slovenia","1991","132.9","","1000 cubic metres/day"
"State of Palestine","2021","182000.0","","1000 cubic metres/day"
"Ukraine","2021","12838.8","","1000 cubic metres/day"
"Ukraine","2020","14135.3","","1000 cubic metres/day"
