"Country or Area","Year","Value","Value Footnotes","Unit"
"Armenia","2005","35.2","","%"
"Armenia","2004","33.2","","%"
"Armenia","2003","32.3","","%"
"Armenia","2002","31.5","","%"
"Armenia","2001","33.3","","%"
"Armenia","2000","33.4","","%"
"Armenia","1999","33.4","","%"
"Armenia","1998","33.2","","%"
"Armenia","1997","33.2","","%"
"Armenia","1996","33.0","","%"
"Armenia","1995","33.0","","%"
"Armenia","1990","63.9","","%"
"Austria","2016","100.0","","%"
"Austria","2014","100.0","","%"
"Austria","2012","100.0","","%"
"Austria","2010","100.0","","%"
"Austria","2008","100.0","","%"
"Austria","2006","100.0","","%"
"Austria","2004","100.0","","%"
"Austria","2003","100.0","","%"
"Austria","2002","100.0","","%"
"Austria","2001","100.0","","%"
"Austria","2000","100.0","","%"
"Austria","1998","99.0","","%"
"Austria","1995","98.0","","%"
"Austria","1990","100.0","","%"
"Azerbaijan","2021","25.9","","%"
"Azerbaijan","2020","25.1","","%"
"Azerbaijan","2019","24.5","","%"
"Azerbaijan","2018","23.6","","%"
"Azerbaijan","2017","19.5","","%"
"Azerbaijan","2016","19.1","","%"
"Azerbaijan","2015","18.9","","%"
"Azerbaijan","2014","18.5","","%"
"Azerbaijan","2013","18.4","","%"
"Azerbaijan","2012","14.4","","%"
"Azerbaijan","2011","14.1","","%"
"Azerbaijan","2010","14.1","","%"
"Azerbaijan","2009","14.1","","%"
"Azerbaijan","2008","13.8","","%"
"Azerbaijan","2007","13.9","","%"
"Azerbaijan","2006","13.6","","%"
"Azerbaijan","2005","13.6","","%"
"Azerbaijan","2004","13.5","","%"
"Azerbaijan","2003","13.1","","%"
"Bahrain","2021","81.0","","%"
"Bahrain","2020","81.0","","%"
"Bahrain","2019","82.0","","%"
"Bahrain","2018","83.0","","%"
"Bahrain","2017","81.0","","%"
"Bahrain","2016","85.0","","%"
"Bahrain","2015","88.0","","%"
"Bahrain","2014","90.0","","%"
"Bahrain","2013","87.0","","%"
"Bahrain","2012","87.0","","%"
"Bahrain","2011","88.0","","%"
"Bahrain","2010","81.0","","%"
"Bahrain","2009","77.0","","%"
"Bahrain","2008","65.0","","%"
"Bahrain","2007","66.0","","%"
"Bahrain","2006","67.0","","%"
"Bahrain","2005","70.0","","%"
"Bahrain","2004","71.0","","%"
"Bahrain","2003","70.0","","%"
"Bahrain","2002","77.0","","%"
"Bahrain","2001","75.0","","%"
"Bahrain","2000","73.0","","%"
"Bahrain","1999","71.0","","%"
"Bahrain","1998","69.0","","%"
"Bahrain","1997","66.0","","%"
"Bahrain","1996","65.0","","%"
"Bangladesh","2015","2.9","","%"
"Belgium","2017","96.0","","%"
"Belgium","2016","95.0","","%"
"Belgium","2015","95.0","","%"
"Belgium","2014","94.0","","%"
"Belgium","2013","93.0","","%"
"Belgium","2012","92.0","","%"
"Belgium","2011","97.0","","%"
"Belgium","2010","96.0","","%"
"Belgium","2009","97.0","","%"
"Belgium","2008","96.0","","%"
"Belgium","2007","97.0","","%"
"Belgium","2006","88.0","","%"
"Belgium","2005","74.0","","%"
"Belgium","2004","73.0","","%"
"Belgium","2003","72.0","","%"
"Belgium","2002","69.0","","%"
"Belgium","2001","69.0","","%"
"Belgium","2000","65.0","","%"
"Belgium","1999","56.0","","%"
"Belgium","1998","55.0","","%"
"Belgium","1997","53.0","","%"
"Belgium","1996","49.0","","%"
"Belgium","1995","40.0","","%"
"Belize","2000","15.1","","%"
"Belize","1991","15.8","","%"
"Bermuda","2019","1.5","","%"
"Bermuda","2018","1.5","","%"
"Bermuda","2017","1.5","","%"
"Bermuda","2016","1.5","","%"
"Bermuda","2015","1.5","","%"
"Bermuda","2014","1.5","","%"
"Bermuda","2013","1.5","","%"
"Bermuda","2012","1.5","","%"
"Bermuda","2011","1.5","","%"
"Bermuda","2010","1.5","","%"
"Bermuda","2009","1.5","","%"
"Bermuda","2008","1.5","","%"
"Bermuda","2007","1.5","","%"
"Bermuda","2006","1.5","","%"
"Bermuda","2005","1.5","","%"
"Bosnia and Herzegovina","2017","37.0","","%"
"Bosnia and Herzegovina","2016","37.0","","%"
"Bosnia and Herzegovina","2015","30.0","","%"
"Bosnia and Herzegovina","2014","30.0","","%"
"Bosnia and Herzegovina","2013","30.0","","%"
"Bosnia and Herzegovina","2012","30.0","","%"
"Bosnia and Herzegovina","2011","32.0","","%"
"Bosnia and Herzegovina","2010","32.0","","%"
"Bosnia and Herzegovina","2009","34.0","","%"
"Bosnia and Herzegovina","2008","34.0","","%"
"Bosnia and Herzegovina","2007","38.0","","%"
"Bosnia and Herzegovina","2006","38.0","","%"
"Bosnia and Herzegovina","2005","38.0","","%"
"Bosnia and Herzegovina","2004","38.0","","%"
"Bosnia and Herzegovina","2003","38.0","","%"
"Bosnia and Herzegovina","2002","40.0","","%"
"Bosnia and Herzegovina","2001","40.0","","%"
"Brazil","2019","52.0","","%"
"Brazil","2015","46.9","","%"
"Brazil","2014","43.6","","%"
"Brazil","2013","42.5","","%"
"Brazil","2012","42.4","","%"
"Brazil","2011","41.5","","%"
"Brazil","2009","39.3","","%"
"British Virgin Islands","2001","24.5","","%"
"British Virgin Islands","1991","17.1","","%"
"Brunei Darussalam","2011","40.0","","%"
"Brunei Darussalam","2004","38.0","","%"
"Bulgaria","2017","87.0","1","%"
"Bulgaria","2016","87.0","1","%"
"Bulgaria","2015","87.0","","%"
"Bulgaria","2014","82.0","","%"
"Bulgaria","2013","82.0","","%"
"Bulgaria","2012","82.0","","%"
"Bulgaria","2011","82.0","","%"
"Bulgaria","2010","77.0","","%"
"Bulgaria","2009","75.0","","%"
"Bulgaria","2008","74.0","","%"
"Bulgaria","2007","73.0","","%"
"Bulgaria","2006","72.0","","%"
"Bulgaria","2005","72.0","","%"
"Bulgaria","2004","72.0","","%"
"Bulgaria","2003","72.0","","%"
"Bulgaria","2002","70.0","","%"
"Bulgaria","2001","70.0","","%"
"Bulgaria","2000","70.0","","%"
"Bulgaria","1995","70.0","","%"
"Burundi","2021","4.5","","%"
"Burundi","2020","4.5","","%"
"Burundi","2019","4.5","","%"
"Burundi","2018","4.5","","%"
"Burundi","2017","4.5","","%"
"Burundi","2016","4.5","","%"
"Burundi","2015","4.5","","%"
"Burundi","2014","4.5","","%"
"Burundi","2013","4.5","","%"
"Burundi","2012","4.0","","%"
"Burundi","2011","4.0","","%"
"Cabo Verde","2021","28.6","","%"
"Cabo Verde","2019","29.6","","%"
"Cabo Verde","2018","25.2","","%"
"Cabo Verde","2017","24.7","","%"
"Cabo Verde","2016","24.5","","%"
"Cabo Verde","2015","20.9","","%"
"Cabo Verde","2014","19.8","","%"
"Cabo Verde","2013","20.7","","%"
"Cabo Verde","2012","19.5","","%"
"Cabo Verde","2010","17.3","","%"
"Canada","2009","84.3","","%"
"Canada","2006","86.4","","%"
"Canada","2004","87.2","","%"
"Canada","1999","71.7","1","%"
"Canada","1996","69.8","1","%"
"Canada","1994","67.5","1","%"
"Canada","1991","62.4","1","%"
"Chile","2015","99.8","","%"
"Chile","2014","99.9","","%"
"Chile","2013","99.9","","%"
"Chile","2012","100.0","","%"
"Chile","2011","90.6","1","%"
"Chile","2010","86.9","1","%"
"Chile","2009","83.3","1","%"
"Chile","2008","82.6","1","%"
"Chile","2007","82.3","1","%"
"Chile","2006","82.0","1","%"
"Chile","2005","73.3","1","%"
"Chile","2004","71.6","1","%"
"Chile","2003","65.7","","%"
"Chile","2002","42.2","","%"
"Chile","2001","39.4","","%"
"Chile","2000","20.9","","%"
"China","2004","32.5","","%"
"China","2003","27.5","","%"
"China","2002","24.3","","%"
"China","2001","20.8","","%"
"China, Hong Kong Special Administrative Region","2019","93.6","","%"
"China, Hong Kong Special Administrative Region","2018","93.5","","%"
"China, Hong Kong Special Administrative Region","2017","93.5","","%"
"China, Hong Kong Special Administrative Region","2016","93.6","","%"
"China, Hong Kong Special Administrative Region","2015","93.5","","%"
"China, Hong Kong Special Administrative Region","2014","93.1","","%"
"China, Hong Kong Special Administrative Region","2013","93.4","","%"
"China, Hong Kong Special Administrative Region","2012","93.3","","%"
"China, Hong Kong Special Administrative Region","2011","93.7","","%"
"China, Hong Kong Special Administrative Region","2010","93.6","","%"
"China, Hong Kong Special Administrative Region","2009","93.2","","%"
"China, Hong Kong Special Administrative Region","2008","93.3","","%"
"China, Hong Kong Special Administrative Region","2007","93.2","","%"
"China, Hong Kong Special Administrative Region","2006","93.2","","%"
"China, Hong Kong Special Administrative Region","2005","92.9","","%"
"China, Hong Kong Special Administrative Region","2004","92.3","","%"
"China, Hong Kong Special Administrative Region","2003","94.6","","%"
"China, Hong Kong Special Administrative Region","2002","94.2","","%"
"China, Hong Kong Special Administrative Region","2001","94.8","","%"
"China, Hong Kong Special Administrative Region","2000","92.7","","%"
"China, Hong Kong Special Administrative Region","1999","91.3","","%"
"Colombia","2017","92.4","","%"
"Colombia","2016","92.3","","%"
"Colombia","2015","91.8","","%"
"Colombia","2014","91.3","","%"
"Colombia","2013","91.2","","%"
"Colombia","2012","91.2","","%"
"Colombia","2010","89.8","","%"
"Colombia","2009","89.7","","%"
"Colombia","2008","91.5","","%"
"Colombia","2007","90.8","","%"
"Colombia","2005","72.7","","%"
"Colombia","2004","71.3","","%"
"Colombia","2003","70.0","","%"
"Costa Rica","2017","7.6","","%"
"Costa Rica","2016","7.7","","%"
"Costa Rica","2015","4.6","","%"
"Costa Rica","2014","2.1","","%"
"Costa Rica","2013","8.3","","%"
"Costa Rica","2012","8.3","","%"
"Costa Rica","2011","8.3","","%"
"Costa Rica","2010","8.3","","%"
"Costa Rica","2009","8.3","","%"
"Costa Rica","2008","8.3","","%"
"Croatia","2017","98.0","","%"
"Croatia","2016","98.0","","%"
"Croatia","2015","98.0","","%"
"Croatia","2014","98.0","","%"
"Croatia","2013","98.0","","%"
"Croatia","2012","98.0","","%"
"Croatia","2011","98.0","","%"
"Croatia","2007","22.0","","%"
"Croatia","2006","9.0","","%"
"Croatia","2005","9.0","","%"
"Cuba","2017","11.3","","%"
"Cuba","2016","11.2","","%"
"Cuba","2015","10.8","","%"
"Cuba","2014","10.8","","%"
"Cuba","2013","10.7","","%"
"Cuba","2012","10.5","","%"
"Cuba","2011","10.4","","%"
"Cuba","2010","10.4","","%"
"Cuba","2009","10.5","","%"
"Cuba","2008","10.7","","%"
"Cuba","2007","10.6","","%"
"Cuba","2006","10.4","","%"
"Cuba","2005","10.6","","%"
"Cuba","2004","10.8","","%"
"Cyprus","2005","100.0","","%"
"Cyprus","2004","100.0","","%"
"Cyprus","2003","100.0","","%"
"Cyprus","2002","100.0","","%"
"Cyprus","2001","100.0","","%"
"Cyprus","2000","100.0","","%"
"Cyprus","1999","100.0","","%"
"Cyprus","1998","100.0","","%"
"Cyprus","1997","100.0","","%"
"Cyprus","1996","100.0","","%"
"Cyprus","1995","100.0","","%"
"Cyprus","1994","100.0","","%"
"Cyprus","1993","100.0","","%"
"Cyprus","1992","100.0","","%"
"Czechia","2017","82.0","","%"
"Czechia","2016","81.0","","%"
"Czechia","2015","81.0","","%"
"Czechia","2014","80.0","","%"
"Czechia","2013","80.0","1","%"
"Czechia","2012","78.0","1","%"
"Czechia","2011","81.0","","%"
"Czechia","2010","79.0","","%"
"Czechia","2009","78.0","","%"
"Czechia","2008","78.0","","%"
"Czechia","2007","76.0","","%"
"Czechia","2006","74.0","","%"
"Czechia","2005","75.0","","%"
"Czechia","2004","74.0","1","%"
"Czechia","2003","73.0","1","%"
"Czechia","2002","72.0","1","%"
"Czechia","2001","68.0","1","%"
"Czechia","2000","66.0","1","%"
"Denmark","2014","100.0","1","%"
"Denmark","2013","100.0","","%"
"Denmark","2012","100.0","","%"
"Denmark","2011","100.0","","%"
"Denmark","2010","100.0","","%"
"Denmark","2009","100.0","","%"
"Denmark","2000","100.0","","%"
"Dominica","2005","13.0","","%"
"Dominican Republic","2005","12.0","2","%"
"El Salvador","2012","2.8","","%"
"El Salvador","2011","2.8","","%"
"El Salvador","2010","2.8","","%"
"El Salvador","2009","2.8","","%"
"El Salvador","2008","2.9","","%"
"El Salvador","2007","3.1","","%"
"Estonia","2017","88.0","","%"
"Estonia","2016","88.0","","%"
"Estonia","2015","88.0","","%"
"Estonia","2014","87.0","1","%"
"Estonia","2013","87.0","1","%"
"Estonia","2012","87.0","","%"
"Estonia","2011","87.0","","%"
"Estonia","2010","86.0","","%"
"Estonia","2009","85.0","","%"
"Estonia","2008","85.0","","%"
"Estonia","2007","84.0","","%"
"Estonia","2006","79.0","","%"
"Estonia","2005","79.0","","%"
"Estonia","2004","74.0","","%"
"Estonia","2003","73.0","","%"
"Estonia","2002","70.0","1","%"
"Estonia","2001","70.0","1","%"
"Estonia","2000","70.0","1","%"
"Finland","2014","100.0","","%"
"Finland","2013","100.0","","%"
"Finland","2012","100.0","","%"
"Finland","2011","100.0","","%"
"Finland","2010","100.0","","%"
"Finland","2002","100.0","1","%"
"Finland","2001","100.0","1","%"
"Finland","2000","100.0","1","%"
"France","2017","100.0","","%"
"France","2016","100.0","","%"
"France","2015","100.0","","%"
"France","2014","98.0","","%"
"France","2013","100.0","","%"
"France","2012","100.0","","%"
"France","2011","100.0","","%"
"France","2010","100.0","","%"
"France","2004","96.0","1","%"
"France","2001","96.0","1","%"
"French Guiana","2004","44.0","","%"
"French Guiana","2001","27.8","","%"
"French Guiana","1998","0.0","","%"
"French Polynesia","2013","8.0","","%"
"French Polynesia","2005","5.0","","%"
"Georgia","2021","37.0","","%"
"Georgia","2020","36.5","","%"
"Georgia","2019","36.5","","%"
"Georgia","2018","36.0","","%"
"Georgia","2017","35.7","","%"
"Georgia","2016","33.5","","%"
"Georgia","2015","32.1","","%"
"Germany","2016","100.0","","%"
"Germany","2015","100.0","1","%"
"Germany","2014","100.0","1","%"
"Germany","2013","100.0","","%"
"Germany","2012","100.0","1","%"
"Germany","2011","100.0","1","%"
"Germany","2010","100.0","","%"
"Germany","2007","100.0","","%"
"Germany","2005","97.0","","%"
"Germany","2004","98.0","","%"
"Germany","2001","97.0","","%"
"Germany","1995","89.0","","%"
"Germany","1991","87.1","","%"
"Greece","2014","92.8","","%"
"Greece","2013","92.8","","%"
"Greece","2011","88.1","","%"
"Greece","2010","87.3","","%"
"Greece","2009","87.3","","%"
"Greece","2007","85.0","","%"
"Guadeloupe","2018","44.0","","%"
"Guadeloupe","2010","40.0","","%"
"Guadeloupe","2004","38.9","","%"
"Guadeloupe","2001","40.1","","%"
"Guinea","2009","11.0","","%"
"Guinea","2008","11.0","","%"
"Guinea","2007","10.0","","%"
"Guinea","2006","10.0","","%"
"Guinea","2005","10.0","","%"
"Hungary","2017","79.0","1","%"
"Hungary","2016","78.0","1","%"
"Hungary","2015","77.0","1","%"
"Hungary","2014","74.0","1","%"
"Hungary","2013","73.0","1","%"
"Hungary","2012","73.0","1","%"
"Hungary","2011","72.0","","%"
"Hungary","2010","72.0","","%"
"Hungary","2009","69.0","","%"
"Hungary","2008","68.0","","%"
"Hungary","2007","66.0","","%"
"Hungary","2006","63.0","","%"
"Hungary","2005","61.0","","%"
"Hungary","2004","72.0","1","%"
"Hungary","2003","70.0","1","%"
"Hungary","2002","66.0","1","%"
"Hungary","2001","66.0","1","%"
"Hungary","2000","64.0","1","%"
"Hungary","1999","45.9","1","%"
"Hungary","1998","43.0","1","%"
"Hungary","1997","41.5","1","%"
"Hungary","1996","40.2","1","%"
"Hungary","1995","39.0","1","%"
"Hungary","1994","39.9","1","%"
"Hungary","1993","39.3","1","%"
"Hungary","1992","35.3","1","%"
"Hungary","1990","39.0","1","%"
"Iceland","2010","73.0","","%"
"Iceland","2008","100.0","","%"
"Iceland","2005","96.0","","%"
"Iceland","2004","56.0","","%"
"Iceland","2003","56.0","","%"
"Iceland","2002","56.0","","%"
"Iceland","2001","39.0","","%"
"Iceland","2000","39.0","","%"
"Iceland","1999","22.0","","%"
"Iceland","1998","14.0","","%"
"Iceland","1997","10.0","","%"
"Iceland","1996","10.0","","%"
"Iceland","1995","10.0","","%"
"Iceland","1994","10.0","","%"
"Iceland","1993","6.0","","%"
"Iceland","1992","6.0","","%"
"Iceland","1991","6.0","","%"
"Iceland","1990","6.0","","%"
"Iran (Islamic Republic of)","2019","31.5","","%"
"Iran (Islamic Republic of)","2017","31.5","","%"
"Iran (Islamic Republic of)","2016","31.0","","%"
"Iran (Islamic Republic of)","2015","30.0","","%"
"Iran (Islamic Republic of)","2014","28.8","","%"
"Iran (Islamic Republic of)","2013","27.1","","%"
"Iran (Islamic Republic of)","2012","26.4","","%"
"Iran (Islamic Republic of)","2011","25.9","","%"
"Iran (Islamic Republic of)","2010","25.3","","%"
"Iran (Islamic Republic of)","2009","25.1","","%"
"Iran (Islamic Republic of)","2008","24.2","","%"
"Iran (Islamic Republic of)","2007","23.7","","%"
"Iran (Islamic Republic of)","2006","23.2","","%"
"Iran (Islamic Republic of)","2005","21.9","","%"
"Iran (Islamic Republic of)","2004","20.4","","%"
"Iraq","2020","28.9","","%"
"Iraq","2019","30.0","","%"
"Iraq","2018","28.0","","%"
"Iraq","2017","29.1","","%"
"Iraq","2016","33.3","","%"
"Iraq","2015","27.1","","%"
"Iraq","2014","20.4","","%"
"Iraq","2010","7.0","","%"
"Ireland","2017","94.0","3","%"
"Ireland","2016","94.0","","%"
"Ireland","2015","94.0","1","%"
"Ireland","2014","93.0","1","%"
"Ireland","2013","93.0","1","%"
"Ireland","2012","93.0","1","%"
"Ireland","2011","96.0","1","%"
"Israel","2015","96.8","","%"
"Israel","2014","96.7","","%"
"Israel","2013","96.6","","%"
"Israel","2012","96.3","","%"
"Israel","2011","96.0","","%"
"Israel","2010","95.5","","%"
"Israel","2009","95.0","","%"
"Israel","2008","94.5","","%"
"Israel","2007","94.1","","%"
"Israel","2006","93.5","","%"
"Israel","2005","92.9","","%"
"Israel","2004","92.1","","%"
"Israel","2003","90.7","","%"
"Israel","2002","89.3","","%"
"Israel","2001","88.0","","%"
"Israel","2000","86.6","","%"
"Israel","1995","79.5","","%"
"Israel","1990","76.7","","%"
"Japan","2015","77.8","","%"
"Japan","2014","77.6","","%"
"Japan","2013","77.0","","%"
"Japan","2012","76.3","","%"
"Japan","2011","75.8","","%"
"Japan","2010","75.1","","%"
"Japan","2009","73.7","","%"
"Japan","2008","72.7","","%"
"Japan","2007","71.7","","%"
"Japan","2006","71.0","","%"
"Japan","2005","69.3","","%"
"Japan","2004","68.1","","%"
"Japan","2003","67.0","","%"
"Japan","2002","65.0","","%"
"Japan","2001","64.0","","%"
"Japan","2000","62.0","","%"
"Japan","1995","54.0","","%"
"Japan","1990","44.0","","%"
"Jordan","2018","63.0","","%"
"Jordan","2017","63.0","","%"
"Jordan","2016","63.0","","%"
"Jordan","2015","63.0","","%"
"Jordan","2014","62.9","","%"
"Jordan","2013","62.4","","%"
"Jordan","2012","62.7","","%"
"Jordan","2011","61.9","","%"
"Jordan","2010","61.7","","%"
"Jordan","2009","61.3","","%"
"Jordan","2008","62.2","","%"
"Jordan","2007","61.1","","%"
"Jordan","2006","64.0","","%"
"Jordan","2005","63.0","","%"
"Kazakhstan","2021","56.0","","%"
"Kazakhstan","2020","55.1","","%"
"Kazakhstan","2019","59.0","","%"
"Kazakhstan","2018","58.0","","%"
"Kazakhstan","2017","55.0","","%"
"Kazakhstan","2016","58.0","","%"
"Kazakhstan","2015","57.0","","%"
"Kazakhstan","2014","63.0","","%"
"Kazakhstan","2013","60.0","","%"
"Kazakhstan","2012","60.0","","%"
"Kazakhstan","2011","60.0","","%"
"Kazakhstan","2010","52.0","","%"
"Kazakhstan","2009","52.0","","%"
"Kazakhstan","2008","52.0","","%"
"Kazakhstan","2007","46.0","","%"
"Kazakhstan","2006","54.0","","%"
"Kenya","2020","8.5","","%"
"Kenya","2019","9.7","","%"
"Kenya","2016","10.6","","%"
"Kenya","2015","7.5","","%"
"Kenya","2014","3.4","","%"
"Kuwait","2021","100.0","","%"
"Kuwait","2020","100.0","","%"
"Kuwait","2019","100.0","","%"
"Kuwait","2018","100.0","","%"
"Kuwait","2017","100.0","","%"
"Kuwait","2016","100.0","","%"
"Kuwait","2015","100.0","","%"
"Kuwait","2014","100.0","","%"
"Kuwait","2013","100.0","","%"
"Kuwait","2012","100.0","","%"
"Kuwait","2011","100.0","","%"
"Kuwait","2010","100.0","","%"
"Kuwait","2009","100.0","","%"
"Kuwait","2008","100.0","","%"
"Kuwait","2007","100.0","","%"
"Kuwait","2006","100.0","","%"
"Kuwait","2005","100.0","","%"
"Kuwait","2004","100.0","","%"
"Kuwait","2003","100.0","","%"
"Kuwait","2002","100.0","","%"
"Kuwait","2001","100.0","","%"
"Kuwait","2000","100.0","","%"
"Latvia","2017","100.0","","%"
"Latvia","2016","100.0","","%"
"Latvia","2015","100.0","","%"
"Latvia","2014","100.0","","%"
"Latvia","2013","100.0","","%"
"Latvia","2012","100.0","","%"
"Latvia","2011","100.0","","%"
"Latvia","2010","100.0","","%"
"Latvia","2009","100.0","","%"
"Latvia","2008","100.0","","%"
"Latvia","2007","100.0","","%"
"Latvia","2006","67.0","","%"
"Latvia","2005","68.0","","%"
"Latvia","2004","68.0","","%"
"Latvia","2003","72.0","","%"
"Latvia","2002","67.0","","%"
"Liechtenstein","2021","98.7","","%"
"Liechtenstein","2020","98.7","","%"
"Liechtenstein","2019","98.7","","%"
"Liechtenstein","2018","98.7","","%"
"Liechtenstein","2017","98.7","","%"
"Liechtenstein","2016","98.7","","%"
"Liechtenstein","2015","98.7","","%"
"Lithuania","2017","78.0","","%"
"Lithuania","2016","77.0","","%"
"Lithuania","2015","77.0","","%"
"Lithuania","2014","75.0","","%"
"Lithuania","2013","74.0","","%"
"Lithuania","2012","74.0","","%"
"Luxembourg","2016","98.0","","%"
"Luxembourg","2015","98.0","","%"
"Luxembourg","2014","98.0","","%"
"Luxembourg","2013","100.0","","%"
"Luxembourg","2012","100.0","","%"
"Luxembourg","2011","100.0","","%"
"Luxembourg","2010","99.0","","%"
"Luxembourg","2003","100.0","1","%"
"Luxembourg","1999","100.0","","%"
"Luxembourg","1995","100.0","","%"
"Luxembourg","1994","100.0","","%"
"Madagascar","2005","0.0","4","%"
"Madagascar","2004","0.0","4","%"
"Madagascar","2003","0.0","4","%"
"Madagascar","2002","0.0","4","%"
"Madagascar","2001","0.0","4","%"
"Madagascar","2000","0.0","4","%"
"Madagascar","1999","0.0","4","%"
"Madagascar","1995","0.0","4","%"
"Madagascar","1990","0.0","4","%"
"Malawi","2019","16.0","","%"
"Malawi","2018","16.0","","%"
"Malawi","2017","16.0","","%"
"Malawi","2016","16.0","","%"
"Malawi","2015","16.0","","%"
"Malawi","2014","16.0","","%"
"Malawi","2013","16.0","","%"
"Malaysia","2019","83.1","","%"
"Malaysia","2018","80.7","","%"
"Malaysia","2017","78.8","","%"
"Malaysia","2016","78.4","5","%"
"Malaysia","2015","75.4","5","%"
"Malaysia","2014","73.3","5","%"
"Malaysia","2013","71.3","5","%"
"Malaysia","2012","70.1","5","%"
"Malaysia","2011","68.5","5","%"
"Malaysia","2010","68.3","5","%"
"Malaysia","2009","67.5","5","%"
"Malaysia","2008","63.5","5","%"
"Malaysia","2007","60.3","5","%"
"Maldives","2012","50.0","","%"
"Maldives","2011","50.0","","%"
"Maldives","2010","47.0","","%"
"Maldives","2009","41.0","","%"
"Maldives","2008","38.0","","%"
"Maldives","2007","35.0","","%"
"Maldives","2006","35.0","","%"
"Maldives","2005","35.0","","%"
"Maldives","2004","35.0","","%"
"Maldives","2003","35.0","","%"
"Maldives","2002","35.0","","%"
"Maldives","2001","35.0","","%"
"Malta","2017","100.0","","%"
"Malta","2016","100.0","","%"
"Malta","2015","100.0","","%"
"Malta","2014","100.0","","%"
"Malta","2013","100.0","","%"
"Malta","2012","100.0","","%"
"Malta","2011","100.0","","%"
"Malta","2010","21.0","","%"
"Malta","2009","23.0","","%"
"Malta","2008","16.0","","%"
"Malta","2007","10.0","","%"
"Malta","2006","11.0","","%"
"Malta","2005","15.0","","%"
"Malta","2004","15.0","","%"
"Malta","2003","18.0","","%"
"Malta","2002","18.0","","%"
"Malta","2001","16.0","","%"
"Malta","2000","16.0","","%"
"Malta","1999","13.0","","%"
"Malta","1998","13.0","","%"
"Malta","1997","13.0","","%"
"Malta","1996","13.0","","%"
"Malta","1995","13.0","","%"
"Marshall Islands","2007","0.0","","%"
"Marshall Islands","2006","0.0","","%"
"Marshall Islands","2005","0.0","","%"
"Marshall Islands","2004","0.0","","%"
"Marshall Islands","2003","0.0","","%"
"Marshall Islands","2002","0.0","","%"
"Marshall Islands","2001","0.0","","%"
"Marshall Islands","2000","0.0","","%"
"Marshall Islands","1999","0.0","","%"
"Marshall Islands","1998","0.0","","%"
"Marshall Islands","1997","0.0","","%"
"Marshall Islands","1996","0.0","","%"
"Marshall Islands","1995","0.0","","%"
"Marshall Islands","1990","0.0","","%"
"Martinique","2018","42.0","","%"
"Martinique","2013","40.0","","%"
"Martinique","2004","48.2","","%"
"Martinique","2001","44.3","","%"
"Mauritius","2021","28.1","","%"
"Mauritius","2020","27.9","","%"
"Mauritius","2019","27.8","","%"
"Mauritius","2018","27.7","","%"
"Mauritius","2017","27.5","","%"
"Mauritius","2016","27.1","","%"
"Mauritius","2015","25.0","","%"
"Mauritius","2014","24.0","","%"
"Mauritius","2013","23.0","","%"
"Mauritius","2012","22.2","","%"
"Mauritius","2011","21.0","","%"
"Mauritius","2010","20.1","","%"
"Mauritius","2009","19.5","","%"
"Mauritius","2008","19.4","","%"
"Mauritius","2007","19.1","","%"
"Mauritius","2000","20.0","","%"
